,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,compression_ratio,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,top_speed,acceleration,tyre_type,no_door_numbers,cargo_volumn,alloy_wheel_size,ground_clearance_unladen,city
1056,0,Petrol,Sedan,"50,000",Manual,2,2nd Owner,Honda,Honda Amaze,2015,1167,EX i-Vtech,₹ 3.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1056,2015,Third Party insurance,Petrol,5 Seats,"50,000 Kms",KA01,Second Owner,1198 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks, Radio",Black,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,,,,No,No,3990mm,1680mm,1505mm,2405mm,,,940kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,160 Kmph,15 Seconds,"Tubeless,Radial",4,400-litres,,,bangalore
1057,0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Renault,Renault KWID,2022,7431,1.0 RXT Opt,₹ 5.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1057,2022,Third Party insurance,Petrol,5 Seats,"10,000 Kms",KA03,First Owner,999 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Silver,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3731mm,1579mm,1474mm,2422mm,,,730,,5 Speed,FWD,5,Electric,4.9 metres,Disc,Drum,,,"Tubeless,Radial",5,279,,,bangalore
1058,0,Petrol,Hatchback,"38,771",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2019,5604,1.2 Kappa Sportz BSIV,₹ 5.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1058,Sept 2019,Comprehensive,Petrol,5 Seats,"38,771 Kms",KA03,First Owner,1197 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1120,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,165 Kmph,12.9 Seconds,Tubeless,5,256,,,bangalore
1059,0,Petrol,Hatchback,"42,174",Automatic,1,1st Owner,Maruti,Maruti Celerio X,2018,6041,AMT ZXI BSIV,₹ 5.11 Lakh,₹ 5.41 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1059,Dec 2018,Comprehensive,Petrol,5 Seats,"42,174 Kms",KA51,First Owner,998 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Orange,K10B Petrol Engine,998,67bhp@6000rpm,90Nm@3500rpm,3.0,4.0,,MPFi,,,No,No,3715mm,1635mm,1565mm,2425mm,1420mm,1410mm,850kg,1250kgs,AGS,FWD,5,Electric,4.7 Metre,Ventilated Disc,Drum,,,"Radial,Tubeless",5,235 Litres,,,bangalore
1060,0,Diesel,Sedan,"1,20,000",Manual,1,1st Owner,Tata,Tata Indigo,2017,2708,LX TDI BSIII,₹ 2.60 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1060,2017,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",KA51,First Owner,1396 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Child Safety Locks, Cd Player",White,TDi Turbocharged Diesel W,1396,69bhp@4500rpm,135Nm@2500rpm,4.0,,,MPFI,,,Yes,No,3988mm,1620mm,1540mm,2450mm,,,1085-1095kgs,,5 Speed,FWD,5,Power,5.0metres,Ventilated Disc,Drum,,,"Tubeless,Radial",4,380-litre,14,,bangalore
1061,0,Petrol,Hatchback,"43,199",Manual,1,1st Owner,Renault,Renault KWID,2017,8976,1.0 RXT,₹ 3.81 Lakh,₹ 4.03 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1061,May 2017,Comprehensive,Petrol,5 Seats,"43,199 Kms",KA06,First Owner,999 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3679mm,1579mm,1478mm,2422mm,,,710,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,155.8 kmph,13.90 Seconds,"Tubeless,Radial",5,300,,,bangalore
1062,0,Diesel,SUV,"65,000",Manual,2,2nd Owner,Mahindra,Mahindra XUV500,2014,3822,W6 2WD,₹ 8.19 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1062,Jun 2014,Third Party,Diesel,7 Seats,"65,000 Kms",KA01,Second Owner,2179 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Black,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection ,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1900,2450kg,6 Speed ,FWD,7,Power,5.6 metres,Disc & Caliper Type,Disc & Caliper Type,175 kmph,12.5 Seconds,"Tubeless,Radial ",5,,,,bangalore
1063,0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3963,1.2 Sigma,₹ 5.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1063,2016,Third Party insurance,Petrol,5 Seats,"20,000 Kms",KA53,First Owner,1197 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Others,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,865kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,,,bangalore
1064,0,Petrol,Hatchback,"10,155",Manual,2,2nd Owner,Renault,Renault KWID,2019,7428,RXL,₹ 4.28 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1064,Apr 2019,Third Party,Petrol,5 Seats,"10,155 Kms",KA04,Second Owner,799 cc,Manual,2019,"Power Steering, Low Fuel Warning Light, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Silver,0.8 SCe,799,53.26bhp@5600rpm,72Nm@4250rpm,3.0,4.0,,,,,,,3731mm,1579,1474,,,,690,,5 Speed,,5,Electric,,Disc,Drum,,,"Radial, Tubeless",5,279,,,bangalore
1065,0,Petrol,Hatchback,"1,10,654",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2006,1715,XL,₹ 1.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1065,Mar 2022,Comprehensive,Petrol,5 Seats,"1,10,654 Kms",KA50,Second Owner,1086 cc,Manual,2006,,Blue,,1086,,,4.0,4.0,,,,,,,,,,,,,,,,,5,Power,,,,,,"Tubeless,Radial",5,,13,,bangalore
1066,0,Petrol,Hatchback,"50,704",Manual,1,1st Owner,Maruti,Maruti Swift,2020,7059,ZXI Plus,₹ 6.96 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1066,Jun 2020,Third Party,Petrol,5 Seats,"50,704 Kms",KA07,First Owner,1197 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Blue,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFi,73 x 72 mm,,No,No,3840mm,1735mm,1530mm,2450mm,1520mm,1520mm,855-885,1315kg,5,FWD,5,Electric,4.8 Meters,Disc,Drum,,12.71s,Tubeless,5,268,R15,,bangalore
1067,0,Petrol,Hatchback,"34,725",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2020,7543,Turbo Sportz,₹ 7.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1067,Jun 2020,Comprehensive,Petrol,5 Seats,"34,725 Kms",KA09,First Owner,998 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,1.0 Turbo GDi petrol,998,98.63bhp@6000rpm,172nm@1500-4000rpm,3.0,4.0,,,,,Yes,,3805mm,1680,1520,2450,,,1180,,5-Speed,,5,Electric,,Disc,Drum,,,"Tubeless, Radial",5,,15,,bangalore
1068,0,Diesel,SUV,"90,000",Manual,2,2nd Owner,Mahindra,Mahindra XUV500,2013,8182,W8 FWD,₹ 8.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1068,2013,Third Party insurance,Diesel,7 Seats,"90,000 Kms",KA01,Second Owner,2179 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1635,2450kg,6 Speed ,AWD,7,Power,5.6 metres,Disc & Caliper Type,Disc & Caliper Type,175 kmph,12.5 Seconds,"Tubeless,Radial ",5,,17,,bangalore
1069,0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2011,1567,Era,₹ 3 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1069,2011,Third Party insurance,Petrol,5 Seats,"30,000 Kms",KA51,First Owner,1086 cc,Manual,2011,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Passenger Side Rear View Mirror",Others,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,SOHC,MPFI,,,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,860kg,,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,165 Kmph,14.3 Seconds,Tubeless,5,225-litres,,,bangalore
1070,0,Diesel,Hatchback,"60,000",Manual,1,1st Owner,Tata,Tata Tiago,2016,2984,1.05 Revotorq XZ WO Alloy,₹ 5 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1070,2016,Third Party insurance,Diesel,5 Seats,"60,000 Kms",KA03,First Owner,1047 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Red,Revotorq Engine,1047,69bhp@4000rpm,140Nm@1800-3000rpm,3.0,4.0,DOHC,CRDi,75 X 79 mm,16:1,Yes,No,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,1080kg,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,150 kmph,16.29 seconds,Tubeless,5,242-litres,,,bangalore
1071,0,Diesel,Sedan,"1,20,000",Manual,2,2nd Owner,Nissan,Nissan Sunny,2013,3347,Diesel Special Edition,₹ 2.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1071,2013,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",AP28,Second Owner,1461 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,K9K Diesel Engine ,1461,84.8bhp@3750rpm,200Nm@2000rpm,4.0,2.0,SOHC,Common Rail,76 X 80.5 mm,17.9:1,No,No,4425mm,1695mm,1505mm,2600mm,1480mm,1485mm,1097kg,,5 Speed,FWD,5,Power,5.3metres,Disc,Drum,,,"Tubeless,Radial",4,490-litres,15,,bangalore
1072,0,Petrol,Sedan,"80,000",Manual,2,2nd Owner,Ford,Ford Ikon,2004,1076,1.6 ZXI,"₹ 75,000 ",,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1072,2004,Third Party insurance,Petrol,5 Seats,"80,000 Kms",KA03,Second Owner,1597 cc,Manual,2004,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cassette Player",Others,In-Line Engine,1597,92@5500(PS@rpm),130@2500(kgm@rpm),4.0,2.0,SOHC,SEFI,75.0 x 55.0 mm,10.2:1,No,No,"4,140 mm","1,634 mm","1,379 mm","2,486 mm",,,1120,,5 Speed,FWD,5,Power,4.9 m,Ventilated Disc,Drum,157 kmph,14.5 seconds,"Tubeless,Radial",4,400 litres,13,,bangalore
1073,0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Hyundai,Hyundai Accent,2009,1435,GLX,₹ 2.60 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1073,2009,Third Party insurance,Petrol,5 Seats,"60,000 Kms",KA04,First Owner,1495 cc,Manual,2009,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Day Night Rear View Mirror",Others,In-Line Engine,1495,"94 @ 5,550 (PS@rpm)","12.5 @ 3,500 (kgm@rpm)",4.0,3.0,SOHC,MPFI,75.5 x 83.5 mm,9.0:1,No,No,4250mm,1670mm,1370mm,2440mm,1435mm,1425mm,1039kg,1525kg,5 Speed,,5,Power,5.0 m,Ventilated Disc,Drum,170 kmph,13.1 seconds,"Tubeless,Radial",4,380 litres,13,,bangalore
1074,0,Petrol,Hatchback,"57,709",Manual,1,1st Owner,Maruti,Maruti Wagon R,2008,4333,VXI,₹ 2.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1074,Mar 2008,Comprehensive,Petrol,5 Seats,"57,709 Kms",KA03,First Owner,998 cc,Manual,2008,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Golden,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,MPFI,,,No,No,3595mm,1475mm,1700mm,2400mm,1295mm,1290mm,870kg,1350kg,5 Speed,FWD,5,Power,4.6metres,Ventilated Disc,Drum,,,"Tubeless,Radial",4,,13,,bangalore
1075,0,Petrol,SUV,"20,000",Manual,1,1st Owner,Mahindra,Mahindra Thar,2022,7960,LX 4-Str Hard Top BSVI,₹ 15 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1075,2022,Third Party insurance,Petrol,4 Seats,"20,000 Kms",,First Owner,1997 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Red,mStallion 150 TGDi Engine,1997,150bhp@5000rpm,300Nm@1250-3000rpm,4.0,4.0,,,,,Yes,,3985mm,1855mm,1844mm,2450mm,1520mm,1520mm,1815,,6 Speed,4X4,4,Power,,Disc,Drum,,,"Radial, Tubeless",3,,18,,bangalore
1076,0,Petrol,Hatchback,"90,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2010,1591,Magna 1.2,₹ 2.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1076,2010,Third Party insurance,Petrol,5 Seats,"90,000 Kms",KA05,First Owner,1197 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Power Antenna, Centeral Locking, Day Night Rear View Mirror",Gray,Petrol Engine,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,DOHC ,MPFI,71 x 75.6 mm,10.5:1 ,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,930,,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,,,"Tubeless,Radial",4,,13,,bangalore
1077,0,Diesel,Sedan,"60,000",Automatic,2,2nd Owner,Jaguar,Jaguar XF,2014,5006,2.2 Litre Luxury,₹ 20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1077,2014,Third Party insurance,Diesel,5 Seats,"60,000 Kms",,Second Owner,2179 cc,Automatic,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Black,Diesel Engine ,2179,187.7bhp@3500rpm,450Nm@2000rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4961mm,1877mm,1460mm,2909mm,1559mm,1605mm,1780kg,2320kg,8 Speed,RWD,5,Power,5.75 metres,Disc,Disc,225 Kmph,8.5 Seconds,"Tubeless,Radial",4,540-litres,20,,bangalore
1078,0,Diesel,SUV,"26,224",Manual,2,2nd Owner,Mahindra,Mahindra XUV500,2016,3801,W6 2WD,₹ 10.13 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1078,Mar 2017,Comprehensive,Diesel,7 Seats,"26,224 Kms",KA19,Second Owner,2179 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Silver,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1840,2510kg,6 Speed ,FWD,7,Power,5.6 metres,Disc,Disc,185 Kmph,10 Seconds,Tubeless Tyres,5,720-litres,,,bangalore
1079,0,Petrol,Sedan,"32,196",Manual,2,2nd Owner,Honda,Honda City,2016,1215,i VTEC V,₹ 6.77 Lakh,₹ 6.90 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1079,Nov 2016,Comprehensive,Petrol,5 Seats,"32,196 Kms",KA04,Second Owner,1497 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1049kg,,5 Speed,FWD,5,Power,5.3 metres,Disc,Drum,195 Kmph,10 Seconds,"Tubeless,Radial",4,510-litres,15,,bangalore
1080,0,Diesel,MUV,"1,20,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,2016,4046,SHVS ZDI,₹ 9 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1080,2016,Third Party insurance,Diesel,7 Seats,"1,20,000 Kms",,First Owner,1248 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,D13A SHVS Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,4296mm,1695mm,1685mm,2740mm,1480mm,1490mm,1260kg,,5 Speed,FWD,7,Power,5.2 metres,Ventilated Disc,Drum,160 kmph,13.3 Seconds,"Tubeless, Radial",5,135-liters,15,,bangalore
1081,0,Petrol,Hatchback,"56,672",Manual,3,3rd Owner,Hyundai,Hyundai i20,2017,1481,Sportz 1.2,₹ 5.91 Lakh,₹ 5.96 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1081,Apr 2017,Third Party insurance,Petrol,5 Seats,"56,672 Kms",KA03,Third Owner,1197 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,170 Kmph,13.2 Seconds,Tubeless,5,295-litres,,,bangalore
1082,0,Petrol,Hatchback,"21,226",Manual,1,1st Owner,Maruti,Maruti S-Presso,2020,7173,VXI Plus 2019-2022,₹ 4.28 Lakh,₹ 4.80 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1082,Mar 2021,Comprehensive,Petrol,5 Seats,"21,226 Kms",KA63,First Owner,998 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",White,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3565,1520,1567,2380,1316,1318,736-775,1170,5 Speed,FWD,5,Power,4.5,Ventilated Disc,Drum,,,"Tubeless, Radial",5,,,,bangalore
1083,0,Diesel,SUV,"1,05,000",Manual,2,2nd Owner,Toyota,Toyota Fortuner,2010,2263,3.0 Diesel,₹ 11.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1083,Jun 2010,Comprehensive,Diesel,7 Seats,"1,05,000 Kms",KA05,Second Owner,2982 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,4 Cylinders In-line,2982,171 PS @ 3600 rpm,343 Nm @ 1400-3400 rpm,4.0,4.0,DOHC,Common-Rail type,,,Yes,No,4695 mm,1840 mm,1850 mm,2750 mm,1540 mm,1540 mm,1955 kg,2510 kg,5 Speed,4WD,7,Power,5.9 m,Ventilated Disc,Leading-Trailing Drum,176 Kmph,9.6 Seconds,"Tubeless,Radial",5,,17,,bangalore
1084,0,Petrol,Hatchback,"10,346",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2022,7091,Sportz,₹ 6.97 Lakh,₹ 7.04 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1084,Mar 2022,Third Party insurance,Petrol,5 Seats,"10,346 Kms",KA53,First Owner,1197 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Blue,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,,,,No,,3805mm,1680,1520,2450,,,1160,,5-Speed,,5,Electric,,Disc,Drum,,,"Tubeless, Radial",5,,14,,bangalore
1085,0,Petrol,Sedan,"30,000",Automatic,3,3rd Owner,Maruti,Maruti Swift Dzire,2020,7712,VXI AT BSVI,₹ 6.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1085,2020,Third Party insurance,Petrol,5 Seats,"30,000 Kms",,Third Owner,1197 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Others,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,,,880-915,1335,5 Speed,,5,Electric,4.8,Disc,Drum,,,"Tubeless, Radial",4,378,,160,bangalore
