,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,compression_ratio,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,top_speed,acceleration,tyre_type,no_door_numbers,cargo_volumn,alloy_wheel_size,ground_clearance_unladen,city
806,0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Hyundai,Hyundai Santro Xing,2009,1711,GLS,₹ 2.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",806,2009,Third Party insurance,Petrol,5 Seats,"40,000 Kms",KA53,First Owner,1086 cc,Manual,2009,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Others,Petrol Engine ,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,SOHC,MPFI,,,No,No,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,825,,5 Speed,FWD,5,Power,4.4 meters,Ventilated Disc,Drum,,,"Tubeless,Radial",5,,13,,bangalore
807,0,Petrol,Hatchback,"90,802",Manual,1,1st Owner,Honda,Honda Brio,2012,1203,S MT,₹ 3.41 Lakh,₹ 3.81 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",807,May 2012,Comprehensive,Petrol,5 Seats,"90,802 Kms",KA25,First Owner,1198 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Red,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3610mm,1680mm,1500mm,2345mm,1480mm,1465mm,925kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,,,"Tubeless,Radial",5,175-litres,,,bangalore
808,0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Hyundai,Hyundai Santro Xing,2009,1711,GLS,₹ 2.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",808,2009,Third Party insurance,Petrol,5 Seats,"40,000 Kms",KA53,First Owner,1086 cc,Manual,2009,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Others,Petrol Engine ,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,SOHC,MPFI,,,No,No,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,825,,5 Speed,FWD,5,Power,4.4 meters,Ventilated Disc,Drum,,,"Tubeless,Radial",5,,13,,bangalore
809,0,Petrol,Hatchback,"16,502",Manual,1,1st Owner,Hyundai,Hyundai Santro,2021,7457,Magna,₹ 5.13 Lakh,₹ 5.20 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",809,Sept 2021,Zero Dep,Petrol,5 Seats,"16,502 Kms",KA14,First Owner,1086 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",White,1.1 L Petrol,1086,68.05bhp@5500rpm,99Nm@4500 rpm,4.0,3.0,SOHC,MPFI,,,No,No,3610 mm,1645 mm,1560 mm,2400 mm,1476,1494,1010,,5 Speed,FWD,5,Electric,,Disc,Drum,,,"Tubeless,Radial",5,235,,,bangalore
810,0,Petrol,Hatchback,"31,530",Manual,1,1st Owner,Maruti,Maruti Ignis,2021,5556,1.2 Alpha BSIV,₹ 6.61 Lakh,₹ 6.71 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",810,Aug 2021,Third Party,Petrol,5 Seats,"31,530 Kms",KA63,First Owner,1197 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,1.2-Litre VVT Petrol Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,SOHC,MPFI,,,No,No,3700mm,1690mm,1595mm,2435mm,,,825,,5 Speed,FWD,5,Electrical,4.7 m,Disc,Drum,,,"Tubeless,Radial",5,260-litres,15,,bangalore
811,0,Diesel,MUV,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Ertiga,2017,4045,SHVS ZDI Plus,₹ 8 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",811,2017,Third Party insurance,Diesel,7 Seats,"1,20,000 Kms",,Second Owner,1248 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,D13A SHVS Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,4296mm,1695mm,1685mm,2740mm,1480mm,1490mm,1265kg,,5 Speed,FWD,7,Power,5.2 metres,Ventilated Disc,Drum,160 kmph,13.3 Seconds,"Tubeless, Radial",5,135-liters,15,,bangalore
812,0,Diesel,Hatchback,"80,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2015,4164,VDI BSIV,₹ 5.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",812,2015,Third Party insurance,Diesel,5 Seats,"80,000 Kms",KA04,Second Owner,1248 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,3840mm,1735mm,1530mm,2450mm,,,960Kg,1405kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,155 Kmph,14.8 Seconds,Tubeless Tyres,5,204-liters,,,bangalore
813,0,Petrol,Sedan,"71,086",Automatic,1,1st Owner,Honda,Honda City,2014,1214,i VTEC CVT SV,₹ 6 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",813,Oct 2014,Comprehensive,Petrol,5 Seats,"71,086 Kms",KA03,First Owner,1497 cc,Automatic,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",TITANIUM GREY,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1065kg,,5 Speed CVT,FWD,5,Power,5.3 metres,Disc,Drum,195 Kmph,10 Seconds,"Tubeless,Radial",4,510-litres,,,bangalore
814,0,Diesel,Hatchback,"1,10,000",Manual,2,2nd Owner,Maruti,Maruti Ritz,2011,4152,VDi,₹ 3 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",814,2011,Third Party insurance,Diesel,5 Seats,"1,10,000 Kms",,Second Owner,1248 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Brake Assist",Others,In-Line Engine,1248,73.9bhp@4000rpm,113Nm@4500rpm,4.0,4.0,DOHC ,CRDI,69.9X82 mm,17.6:1,No,No,3715mm,1680mm,1620mm,2360mm,,,1100kg,1520kg,5-Speed,FWD,5,Power,4.7m,Ventilated Disc,Drum,156km/hr,14.2,"Tubeless,Radial",5,232 litres,14,,bangalore
815,0,Diesel,SUV,"50,000",Automatic,1,1st Owner,Ford,Ford Endeavour,2020,916,3.2 Titanium AT 4X4,₹ 37.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",815,Jul 2020,Comprehensive,Diesel,7 Seats,"50,000 Kms",KA51,First Owner,3198 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Golden,Diesel Engine,3198,197bhp@3000rpm,470Nm@1750-2500rpm,4.0,4.0,DOHC,TDCi,,,Yes,No,4892mm,1860mm,1837mm,2850mm,1475mm,1470mm,1879kg,,6 Speed,4WD,7,Power,,Disc,Disc,160.2 kmph,10.86 Seconds,"Tubeless,Radial",5,,18,,bangalore
816,0,Petrol,Hatchback,"18,000",Automatic,1,1st Owner,Hyundai,Hyundai i20 N Line,2021,8584,N8 DCT BSVI,₹ 12.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",816,Jul 2021,Comprehensive,Petrol,5 Seats,"18,000 Kms",KA51,First Owner,998 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,1.0 Turbo GDI,998,118.41bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,,,,,Yes,,3995mm,1775mm,1505mm,2580mm,,,1210,,7 Speed,,5,Electric,,Disc,Disc,,,"Tubeless,Radial",5,,16,,bangalore
817,0,Petrol,Sedan,"60,000",Manual,2,2nd Owner,Honda,Honda City,2014,1275,i VTEC SV,₹ 6.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",817,2014,Third Party insurance,Petrol,5 Seats,"60,000 Kms",KA03,Second Owner,1497 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1042kg,,5 Speed ,FWD,5,Power,5.3 metres,Disc,Drum,195 Kmph,10 Seconds,"Tubeless,Radial",4,510-litres,,,bangalore
818,0,Diesel,MUV,"1,20,000",Manual,3,3rd Owner,Chevrolet,Chevrolet Tavera,2016,5788,Neo 3 Base 10 Str,₹ 4.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",818,2016,Third Party insurance,Diesel,10 Seats,"1,20,000 Kms",KA32,Third Owner,2499 cc,Manual,2016,"Remote Fuel Lid Opener, Low Fuel Warning Light, Heater, Fabric Upholstery, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Passenger Side Rear View Mirror",White,TCDi Diesel Engine,2499,72.4bhp@3900rpm,171Nm@1800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4435mm,1680mm,1765mm,2685mm,,,1660kg,,5 Speed,FWD,10,Manual,5.6 meters,Disc,Drum,140 Kmph,20 Seconds,"Tubeless,Radial",5,195-litres,,,bangalore
819,0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2011,1570,Sportz,₹ 2.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",819,2011,Third Party insurance,Petrol,5 Seats,"70,000 Kms",KA02,Second Owner,1197 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Day Night Rear View Mirror, Cd Player",Others,DOHC Kappa2 Engine,1197,78.9bhp@6000rpm,111.8Nm@4000rpm,4.0,4.0,DOHC,MPFI,71 x 75.6 mm,10.5:1,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,960,,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,,,"Tubeless,Radial",4,,13,,bangalore
820,0,Petrol,Hatchback,"25,000",Automatic,4,4th Owner,Honda,Honda Jazz,2016,1340,1.2 V AT i VTEC,₹ 5.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",820,Jul 2016,Comprehensive,Petrol,5 Seats,"25,000 Kms",KA51,Fourth Owner,1199 cc,Automatic,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3955mm,1694mm,1544mm,2530mm,,,1066kg,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,172 Kmph,13.7 Seconds,"Tubeless,Radial",5,354-litres,15,,bangalore
821,0,Petrol,Hatchback,"69,210",Manual,1,1st Owner,Honda,Honda Brio,2012,1203,S MT,₹ 3.38 Lakh,₹ 3.70 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",821,Jun 2012,Third Party,Petrol,5 Seats,"69,210 Kms",KA01,First Owner,1198 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Silver,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3610mm,1680mm,1500mm,2345mm,1480mm,1465mm,925kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,,,"Tubeless,Radial",5,175-litres,,,bangalore
822,0,Petrol,Hatchback,"71,165",Manual,2,2nd Owner,Honda,Honda Jazz,2018,1341,1.2 VX i VTEC,₹ 6.04 Lakh,₹ 6.64 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",822,Aug 2018,Comprehensive,Petrol,5 Seats,"71,165 Kms",KA04,Second Owner,1199 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Red,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3955mm,1694mm,1544mm,2530mm,,,1042kg,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,172 Kmph,13.7 Seconds,"Tubeless,Radial",5,354-litres,15,,bangalore
823,0,Petrol,SUV,"10,000",Automatic,1,1st Owner,BMW,BMW X7,2022,7032,xDrive 40i M Sport,₹ 1.30 Crore,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",823,2022,Third Party insurance,Petrol,7 Seats,"10,000 Kms",,First Owner,2998 cc,Automatic,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Others,TwinPower Turbo 6-cylinder engine,2998,335.25bhp@5500-6500rpm,450Nm@1500-5200rpm,6.0,4.0,DOHC,CRDI,,,Twin,No,5150 mm,2218 mm,1805 mm,3105 mm,,,2370,,8-Speed Steptronic,AWD,7,Power,,Disc,Disc,245,6.1 Seconds,Tubeless. Runflat,5,,21,,bangalore
824,0,Diesel,Sedan,"86,543",Manual,3,3rd Owner,Maruti,Maruti Swift Dzire,2010,4227,VDi,₹ 3.27 Lakh,₹ 3.37 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",824,Oct 2010,Third Party insurance,Diesel,5 Seats,"86,543 Kms",KA51,Third Owner,1248 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",Black,In-Line Engine,1248,73.9bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 x 82 mm,17.6:1,Yes,No,4160mm,1690mm,1530mm,2390mm,1470mm,1480mm,1105kg,,5 Speed,2 WD,5,Power,4.7m,Ventilated Disc,Drum,,,"Tubeless,Radial",4,464 litres,14,,bangalore
825,0,Petrol,Hatchback,"67,225",Automatic,1,1st Owner,Maruti,Maruti Baleno,2016,3964,1.2 CVT Delta,₹ 6.21 Lakh,₹ 6.45 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",825,Feb 2016,Third Party,Petrol,5 Seats,"67,225 Kms",KA03,First Owner,1197 cc,Automatic,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Others,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,910kg,1360kg,CVT,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.79 seconds,"Tubeless,Radial",5,339-litres,,,bangalore
826,0,Diesel,Hatchback,"1,00,000",Manual,3,3rd Owner,Tata,Tata Indica V2,2017,2514,LS,₹ 2.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",826,2017,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",KA03,Third Owner,1396 cc,Manual,2017,"Power Steering, Remote Trunk Opener, Air Conditioner, Adjustable Steering, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Child Safety Locks, Passenger Side Rear View Mirror",Silver,CR4 Diesel Engine,1396,69bhp@4000rpm,140Nm@1800-3000rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,3690mm,1665mm,1485mm,2400mm,,,1080kg,,5 Speed,FWD,5,Power,4.9 metres,Ventilated Disc,Drum,155 Kmph,14.5 Seconds,"Tubeless,Radial",5,220-litres,,,bangalore
827,0,Petrol,Hatchback,"16,247",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5607,1.2 Kappa Asta,₹ 6.21 Lakh,₹ 6.73 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",827,Nov 2018,Zero Dep,Petrol,5 Seats,"16,247 Kms",KA03,First Owner,1197 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1060,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,165 Kmph,12.9 Seconds,Tubeless,5,256,14,,bangalore
828,0,Petrol,Sedan,"80,000",Manual,2,2nd Owner,Mahindra Renault,Mahindra Renault Logan,2007,4758,1.4 GLX Petrol,₹ 1.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",828,2007,Third Party insurance,Petrol,5 Seats,"80,000 Kms",KA01,Second Owner,1390 cc,Manual,2007,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Centeral Locking, Child Safety Locks",Black,In-Line Engine,1390,"75@5,500 (PS@rpm)","11@3,000 (kgm@rpm)",4.0,2.0,SOHC,MPFI,76 x 80.5 mm,9.5:1,No,No,4247mm,1740mm,1534mm,2630mm,1480mm,1470mm,1760kg,,5 Speed,,5,Power,5.25 m,Disc,Drum,,,"Tubeless,Radial",4,510 litres,14,,bangalore
829,0,Petrol,Hatchback,"39,481",Automatic,2,2nd Owner,Maruti,Maruti Baleno,2017,3964,1.2 CVT Delta,₹ 7.08 Lakh,₹ 7.58 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",829,Sept 2017,Zero Dep,Petrol,5 Seats,"39,481 Kms",KA03,Second Owner,1197 cc,Automatic,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",White,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,910kg,1360kg,CVT,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.79 seconds,"Tubeless,Radial",5,339-litres,,,bangalore
830,0,Petrol,Hatchback,"61,227",Manual,2,2nd Owner,Maruti,Maruti Celerio,2018,10356,VXI,₹ 4.43 Lakh,₹ 4.73 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",830,Sept 2018,Third Party,Petrol,5 Seats,"61,227 Kms",KA50,Second Owner,998 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Blue,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3695mm,1655,1555,2435,1430,1440,810,1260,5-Speed,,5,Electric,,Ventilated Disc,Drum,,,"Tubeless, Radial",5,313,,,bangalore
831,0,Petrol,Sedan,"80,000",Manual,4,4th Owner,Honda,Honda City,2006,1290,GXi,₹ 1.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",831,2006,Third Party insurance,Petrol,5 Seats,"80,000 Kms",KA03,Fourth Owner,1497 cc,Manual,2006,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Black,In-Line Engine,1497,"78 @ 5,500 (PS@rpm)","12.7 @ 2,700 (kgm@rpm)",4.0,2.0,iDSI,PGM-FI (Programmed Fuel Injection),73.0 x 89.4 mm,10.5:1,No,No,4390mm,1695mm,1495mm,2450mm,,,1060kg,,5 Speed,,5,Power,4.9 m,Ventilated Disc,Drum,173 kmph,13.5 seconds,"Tubeless,Radial",4,500 litres,14,,bangalore
832,0,Diesel,SUV,"1,12,521",Manual,1,1st Owner,Renault,Renault Duster,2016,5068,110PS Diesel RxL,₹ 7 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",832,May 2016,Comprehensive,Diesel,5 Seats,"1,12,521 Kms",KA05,First Owner,1461 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Brown,dCi Diesel Engine,1461,108.45bhp@3900rpm,248Nm@2250rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4315mm,1822mm,1695mm,2673mm,1560mm,1567mm,1220,1781kg,6 Speed,FWD,5,Power,5.2 metres,Ventilated Disc,Drum,,,"Tubeless,Radial",5,475-litres,16,,bangalore
833,0,Diesel,SUV,"20,000",Manual,1,1st Owner,MG,MG Hector,2020,7632,Sharp Diesel MT,₹ 18 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",833,2020,Third Party insurance,Diesel,5 Seats,"20,000 Kms",KA02,First Owner,1956 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Others,,1956,167.68bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4655mm,1835mm,1760mm,2750mm,,,1860,,6 Speed,FWD,5,,,Disc,Disc,,,Radial,5,587,R17,,bangalore
834,0,Petrol,Sedan,"20,000",Automatic,1,1st Owner,Honda,Honda City,2021,7905,ZX CVT,₹ 14.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",834,2021,Third Party insurance,Petrol,5 Seats,"20,000 Kms",,First Owner,1498 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",White,Water Cooled Inline i-VTEC DOHC with VTC,1498,119.35bhp@6600rpm,145Nm@4300rpm,4.0,4.0,DOHC,,,,,,4549mm,1748mm,1489mm,2600mm,1496mm,1484mm,1107-1153kg,1482-1528kg,CVT,,5,Electric,5.3,Ventilated Disc,Drum,,,"Tubeless, Radial",4,506,16,,bangalore
