,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownership,engine_displacement,transmission,year_of_manufacture,rto,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,seating_capacity,steering_type,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,cargo_volumn,value_configuration,super_charger,turning_radius,top_speed,acceleration,gross_weight,front_tread,rear_tread,borex_stroke,compression_ratio,ground_clearance_unladen,city
875,0,Petrol,Hatchback,"59,443",Manual,1,1st Owner,Honda,Honda Brio,2012,1203,S MT,₹ 2.40 Lakh,₹ 2.58 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",875,Mar 2012,Comprehensive,Petrol,5 Seats,"59,443 Kms",First Owner,1198 cc,Manual,2012,DL9C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",White,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,PGM - Fi,No,3610mm,1680mm,1500mm,2345mm,925kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,175-litres,SOHC,No,4.5 metres,,,,1480mm,1465mm,,,,delhi
876,0,Cng,Sedan,"30,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire Tour,2022,8876,S CNG (O),₹ 7.54 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",876,2022,Third Party insurance,CNG,5 Seats,"30,000 Kms",First Owner,1197 cc,Manual,2022,,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Others,,1197,76.43bhp@6000rpm,98.5Nm@4300rpm,4.0,4.0,Multipoint Injection,,3995mm,1695,1555,2430,1045,5-Speed,,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",,4,,,,4.8,,,1480,1485,1495,73x71.5,11.04:1,,delhi
877,0,Petrol,SUV,"52,000",Automatic,1,1st Owner,Jeep,Jeep Compass,2017,5935,1.4 Limited Option,₹ 12.85 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",877,Dec 2017,Comprehensive,Petrol,5 Seats,"52,000 Kms",First Owner,1368 cc,Automatic,2017,HR26,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Grey,1.4-Litre 4-Cyl Multiair Engine,1368,160bhp@3750rpm,250Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,4395mm,1818mm,1640mm,2636mm,1562 kgs,7 Speed,4X2,5,Power,Disc,Discs,"Radial, Tubless",17,5,408-litres,DOHC,No,,186.69 kmph,9.99 Seconds,,,,,,,delhi
878,0,Diesel,SUV,"40,398",Automatic,1,1st Owner,Mahindra,Mahindra XUV500,2019,7986,W9 AT,₹ 13.17 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",878,Mar 2019,Zero Dep,Diesel,7 Seats,"40,398 Kms",First Owner,2179 cc,Automatic,2019,UP16,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,mHawk155 Diesel Engine,2179,152.87bhp@3750rpm,360Nm@1750-2800rpm,4.0,4.0,Direct Injection,Yes,4585mm,1890mm,1785mm,2700mm,1825,6 Speed,FWD,7,Power,Ventilated Disc,Disc,Tubeless Tyres,R17,5,,DOHC,No,5.6 metres,,,2510kg,1600mm,1600mm,,16.5:1,,delhi
879,0,Petrol,SUV,"50,000",Manual,1,1st Owner,Jeep,Jeep Compass,2019,6875,1.4 Sport Plus BSIV,₹ 14.65 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",879,2019,Third Party insurance,Petrol,5 Seats,"50,000 Kms",First Owner,1368 cc,Manual,2019,DL10,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",White,1.4-Litre 4-Cyl Multiair Engine,1368,160bhp@3750rpm,250Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,4395mm,1818mm,1640mm,2636mm,1537 kgs,6 Speed,4X2,5,Power,Disc,Discs,"Radial, Tubless",,5,408-litres,DOHC,No,,186.69 kmph,9.99 Seconds,,,,,,,delhi
880,0,Petrol,Hatchback,"84,181",Manual,2,2nd Owner,Hyundai,Hyundai i20,2017,5692,1.2 Magna Executive,₹ 4.91 Lakh,₹ 5.10 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",880,Jan 2018,Comprehensive,Petrol,5 Seats,"84,181 Kms",Second Owner,1197 cc,Manual,2017,DL5C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Silver,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,MPFI,No,3985mm,1734mm,1505mm,2570mm,1066kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,295-litres,DOHC,No,5.2 metres,170 Kmph,13.2 Seconds,,1505mm,1503mm,,,,delhi
881,0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Mahindra,Mahindra KUV 100 NXT,2018,6068,G80 K6 Plus,₹ 5.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",881,2018,Third Party insurance,Petrol,6 Seats,"10,000 Kms",First Owner,1198 cc,Manual,2018,DL12,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Red,mFALCON G80 Engine,1198,82bhp@5500rpm,115Nm@3500-3600rpm,3.0,4.0,MPFI,No,3700mm,1735mm,1655mm,2385mm,955,5 Speed,FWD,6,Power,Disc,Drum,"Tubeless,Radial",14,5,243,DOHC,No,5.05 meters,160 kmph,14.5 seconds,,1490mm,1490mm,,,,delhi
882,0,Diesel,Hatchback,"66,434",Manual,1,1st Owner,Maruti,Maruti Swift,2018,6318,VDI,₹ 6.18 Lakh,₹ 6.41 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",882,Jul 2018,Third Party insurance,Diesel,5 Seats,"66,434 Kms",First Owner,1248 cc,Manual,2018,HR36,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Others,DDiS 190 Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,CRDi,Yes,3840mm,1735mm,1530mm,2450mm,960Kg,5,FWD,5,Power,Disc,Drum,Tubeless,,5,268,DOHC,No,4.8 Meters,,,1405Kg,1530mm,1530mm,69.9 x 82 mm,,,delhi
883,0,Petrol,SUV,"40,000",Automatic,1,1st Owner,Ford,Ford Ecosport,2018,6088,1.5 Petrol Titanium Plus AT BSIV,₹ 7.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",883,2018,Third Party insurance,Petrol,5 Seats,"40,000 Kms",First Owner,1497 cc,Automatic,2018,,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,Ti-VCT Petrol Engine,1497,121.36bhp@6500rpm,150Nm@4500rpm,3.0,4.0,Direct Injection,No,3998mm,1765mm,1647mm,2519mm,1320Kg,6 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,DOHC,No,5.3 meters,171.43 kmph,12.51 Seconds,1705Kg,,,79 X 76.5 mm,11.0:1,,delhi
884,0,Petrol,Hatchback,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2007,4339,LXI Minor,"₹ 80,000 ",,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",884,2007,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",First Owner,1061 cc,Manual,2007,UP53,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Black,FC Petrol Engine,1061,67bhp@6200rpm,84Nm@3500rpm,3.0,4.0,MPFI,No,3595mm,1475mm,1700mm,2400mm,870kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",13,4,,,No,4.6metres,,,1350kg,1295mm,1290mm,,,,delhi
885,0,Petrol,SUV,"40,000",Automatic,1,1st Owner,Ford,Ford Ecosport,2018,6088,1.5 Petrol Titanium Plus AT BSIV,₹ 7.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",885,2018,Third Party insurance,Petrol,5 Seats,"40,000 Kms",First Owner,1497 cc,Automatic,2018,,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,Ti-VCT Petrol Engine,1497,121.36bhp@6500rpm,150Nm@4500rpm,3.0,4.0,Direct Injection,No,3998mm,1765mm,1647mm,2519mm,1320Kg,6 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,DOHC,No,5.3 meters,171.43 kmph,12.51 Seconds,1705Kg,,,79 X 76.5 mm,11.0:1,,delhi
886,0,Diesel,SUV,"1,00,000",Manual,1,1st Owner,Tata,Tata Safari Storme,2013,2876,EX,₹ 4 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",886,2013,Third Party insurance,Diesel,7 Seats,"1,00,000 Kms",First Owner,2179 cc,Manual,2013,,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking",Black,VTT VariCOR Diesel Engine,2179,138.1bhp@4000rpm,320Nm@1700-2700rpm,4.0,4.0,Direct Injection Common Rail ,Yes,4655mm,1965mm,1922mm,2650mm,2000kg,5 Speed,FWD,7,Power,Ventilated Disc,Ventilated Disc ,"Tubeless,Radial",,5,,DOHC,No,5.4 metres,,,2555kg,,,,,,delhi
887,0,Diesel,SUV,"51,800",Automatic,1,1st Owner,Toyota,Toyota Fortuner,2018,7618,2.8 4WD AT,₹ 33.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",887,Aug 2018,Comprehensive,Diesel,7 Seats,"51,800 Kms",First Owner,2755 cc,Automatic,2018,HP52,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Dvd Player",White,1-GD FTV Engine,2755,174.5bhp@3400rpm,450Nm@1600-2400rpm,4.0,4.0,Direct Injection,Yes,4795mm,1855mm,1835mm,2745,2280,6 Speed,4WD,7,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",18,5,,DOHC,No,5.8,157.3 kmph,12.14 seconds,2735Kg,,,,,,delhi
888,0,Petrol,Sedan,"1,00,000",Manual,5,5th Owner,Honda,Honda Civic,2010,1301,1.8 S MT,₹ 2 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",888,2010,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",Fifth Owner,1799 cc,Manual,2010,HR51,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,i-VTEC ,1799,130.2bhp@6300rpm,171.6Nm@4300rpm,4.0,4.0,PGM-FI (Programmed Fuel Injection),No,4545mm,1750mm,1450mm,2700mm,1210kg,5 Speed,FWD,5,Power,Ventilated Discs,Discs,"Tubeless,Radial",15,4,405-litres,SOHC,No,5.4metres,206km/hr,9.6 Seconds,,,,81 X 87.3 mm,10.5:1,,delhi
889,0,Petrol,Sedan,"1,00,000",Manual,5,5th Owner,Honda,Honda Civic,2010,1301,1.8 S MT,₹ 2 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",889,2010,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",Fifth Owner,1799 cc,Manual,2010,HR51,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,i-VTEC ,1799,130.2bhp@6300rpm,171.6Nm@4300rpm,4.0,4.0,PGM-FI (Programmed Fuel Injection),No,4545mm,1750mm,1450mm,2700mm,1210kg,5 Speed,FWD,5,Power,Ventilated Discs,Discs,"Tubeless,Radial",15,4,405-litres,SOHC,No,5.4metres,206km/hr,9.6 Seconds,,,,81 X 87.3 mm,10.5:1,,delhi
890,0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2019,6808,Magna Plus BSIV,₹ 5.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",890,2019,Third Party insurance,Petrol,5 Seats,"70,000 Kms",Second Owner,1197 cc,Manual,2019,HR52,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,117nm@4000rpm,4.0,4.0,MPFI,No,3985mm,1734mm,1505mm,2570mm,1120,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,285,DOHC,No,5.2 metres,170 Kmph,13.2 Seconds,,,,,,,delhi
891,0,Diesel,SUV,"87,000",Automatic,1,1st Owner,Audi,Audi Q3,2013,98,35 TDI Quattro Premium Plus,₹ 8.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",891,Nov 2013,Third Party insurance,Diesel,5 Seats,"87,000 Kms",First Owner,1968 cc,Automatic,2013,DL2C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,TDI Diesel Engine,1968,174.33bhp@4200rpm,380Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,4385mm,2019mm,1608mm,2603mm,1660kg,7-Speed S-Tronic ,AWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,5,460-litres,DOHC,No,5.9 metres,212 Kmph, 8.2 Seconds,2185kg,1571mm,1575mm,,,,delhi
892,0,Petrol,MUV,"7,000",Manual,1,1st Owner,Maruti,Maruti XL6,2021,7030,Zeta,₹ 11 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",892,Dec 2021,Third Party insurance,Petrol,6 Seats,"7,000 Kms",First Owner,1462 cc,Manual,2021,UP14,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Grey,K15B Smart Hybrid,1462,103.2bhp@6000rpm,138nm@4400rpm,4.0,4.0,,,4445mm,1775mm,1700mm,2740mm,1180kg,5-Speed,FWD,6,Power,Ventilated Disc,Leading & Trailing Drum,"Tubeless,Radial",R15,5,209,,,5.2 metres,,,1730kg,1590mm,1570mm,74.0x85.0,10.5:1,180mm,delhi
893,0,Diesel,Hatchback,"60,000",Automatic,2,2nd Owner,Maruti,Maruti Ignis,2017,5561,1.3 AMT Zeta,₹ 4.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",893,Dec 2017,Third Party insurance,Diesel,5 Seats,"60,000 Kms",Second Owner,1248 cc,Automatic,2017,DL3C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,1.3-Litre DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,CRDI,Yes,3700mm,1690mm,1595mm,2435mm,855,5 Speed,FWD,5,Electrical,Disc,Drum,"Tubeless,Radial",15,5,260-litres,,No,4.7 m,161.7 Kmph,12.85 Seconds,,,,,,,delhi
894,0,Petrol,SUV,"88,710",Automatic,1,1st Owner,Ford,Ford Ecosport,2015,903,1.5 Ti VCT AT Titanium,₹ 5.47 Lakh,₹ 5.62 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",894,Jan 2016,Zero Dep,Petrol,5 Seats,"88,710 Kms",First Owner,1499 cc,Automatic,2015,UP16,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Silver,Ti-VCT Petrol Engine,1499,110bhp@6300rpm,140Nm@4400rpm,4.0,4.0,Direct Injection,No,3999mm,1765mm,1708mm,2520mm,1290kg,6 Speed,FWD,5,Power,Ventlated Disc,Drum,"Tubeless,Radial",16,5,346-litres,DOHC,No,5.3 meters,182 Kmph,16 Seconds,1740kg,1519mm,1524mm,79 X 76.5 mm,11.0:1,,delhi
895,0,Petrol,Hatchback,"47,644",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,3969,1.2 Zeta,₹ 6.26 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",895,Jun 2019,Comprehensive,Petrol,5 Seats,"47,644 Kms",First Owner,1197 cc,Manual,2019,HR36,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,880kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,339-litres,DOHC,No,4.9 meters,180 Kmph,12.36 seconds,1340kg,1505mm,1515mm,,,,delhi
896,0,Diesel,SUV,"40,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2017,3806,W10 AWD,₹ 12 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",896,2017,Third Party insurance,Diesel,7 Seats,"40,000 Kms",First Owner,2179 cc,Manual,2017,,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Others,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,Direct Injection,Yes,4585mm,1890mm,1785mm,2700mm,1915,6 Speed ,AWD,7,Power,Disc,Disc,Tubeless Tyres,17,5,720-litres,DOHC,No,5.6 metres,185 Kmph,10 Seconds,2510kg,,,,,,delhi
897,0,Petrol,Hatchback,"1,00,505",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3962,1.2 Delta,₹ 4.45 Lakh,₹ 4.80 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",897,Aug 2016,Comprehensive,Petrol,5 Seats,"1,00,505 Kms",First Owner,1197 cc,Manual,2016,UP16,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,870kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,339-litres,DOHC,No,4.9 meters,180 Kmph,12.36 seconds,1340kg,1515mm,1525mm,,,,delhi
898,0,Petrol,Hatchback,"1,06,648",Manual,1,1st Owner,Hyundai,Hyundai i20,2015,1482,Asta 1.2,₹ 4.58 Lakh,₹ 5.10 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",898,May 2015,Third Party insurance,Petrol,5 Seats,"1,06,648 Kms",First Owner,1197 cc,Manual,2015,DL12,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Red,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,MPFI,No,3985mm,1734mm,1505mm,2570mm,1066kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,5,295-litres,DOHC,No,5.2 metres,170 Kmph,13.2 Seconds,,1505mm,1503mm,,,,delhi
899,0,Cng,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2014,1730,GLS CNG,₹ 2.05 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",899,2014,Third Party insurance,CNG,5 Seats,"60,000 Kms",Second Owner,1086 cc,Manual,2014,DL10,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Others,Bifuel Engine,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,MPFI+CNG,No,3565mm,1525mm,1590mm,2380mm,845,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,5,218-litre,SOHC,No,4.4 meters,141km/hr,16.2 Seconds,,1315mm,1300mm,66 x 77 mm,8.9:1,,delhi
900,0,Cng,Hatchback,"53,481",Manual,1,1st Owner,Maruti,Maruti Wagon R,2019,6838,CNG LXI BSIV,₹ 5.07 Lakh,₹ 5.17 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",900,Apr 2019,Comprehensive,CNG,5 Seats,"53,481 Kms",First Owner,998 cc,Manual,2019,DL1C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Silver,K10B Petrol Engine,998,67.04bhp@5500rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,3655 mm,1620 mm,1675 mm,2435 mm,805kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless Tyres,,5,341 Litres,DOHC,No,4.7 metres,152 kmph,18.6 Seconds,1340kg,,,69 x 72 mm,,,delhi
901,0,Petrol,Hatchback,"40,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2012,4349,LXI BS IV,₹ 2.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",901,2012,Third Party insurance,Petrol,5 Seats,"40,000 Kms",Second Owner,998 cc,Manual,2012,,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Others,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,3595mm,1475mm,1700mm,2400mm,870kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",13,4,,,No,4.6metres,,,1350kg,1295mm,1290mm,,,,delhi
902,0,Petrol,Hatchback,"25,050",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,3969,1.2 Zeta,₹ 7.13 Lakh,₹ 7.34 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",902,Aug 2019,Zero Dep,Petrol,5 Seats,"25,050 Kms",First Owner,1197 cc,Manual,2019,DL10,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,880kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,339-litres,DOHC,No,4.9 meters,180 Kmph,12.36 seconds,1340kg,1505mm,1515mm,,,,delhi
903,0,Diesel,SUV,"77,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2016,3814,W10 1.99 mHawk,₹ 8.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",903,Sept 2016,Third Party,Diesel,7 Seats,"77,000 Kms",First Owner,1997 cc,Manual,2016,HR51,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Silver,mHawk Diesel Engine,1997,140bhp@3750rpm,320Nm@1600-2800rpm,4.0,4.0,Direct Injection,Yes,4585mm,1890mm,1785mm,2700mm,2000,6 Speed,FWD,7,Power,Disc,Disc,"Tubeless,Radial",17,5,720-litres,DOHC,No,5.6 metres,185 Kmph,10 Seconds,2510kg,,,,,,delhi
