,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,compression_ratio,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,cargo_volumn,top_speed,acceleration,ground_clearance_unladen,city
1212,0,Petrol,Hatchback,"49,692",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2015,10327,VXI,₹ 2.59 Lakh,₹ 2.78 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1212,Oct 2015,Third Party,Petrol,5 Seats,"49,692 Kms",TS05,Second Owner,796 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,,3445mm,1515mm,1475mm,2360mm,1295mm,1290mm,762kg,1185kg,5 Speed,,5,,4.6,Disc,Drum,Tubeless Tyres,,5,,,,,hyderabad
1213,0,Petrol,Hatchback,"90,000",Manual,2,2nd Owner,Hyundai,Hyundai Getz,2008,1518,1.3 GLS,₹ 1.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1213,2008,Third Party insurance,Petrol,5 Seats,"90,000 Kms",AP16,Second Owner,1341 cc,Manual,2008,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Child Safety Locks",Others,In-Line Engine,1341,"82.9 @ 5,500 (PS@rpm)","11.8 @ 3,200 (kgm@rpm)",4.0,3.0,SOHC,MPFI,71.5 x 83.5 mm,10.0:1,No,No,3825mm,1665mm,1515mm,2455mm,1450mm,1440mm,1012-1033kg,1500kg,5 Speed,,5,Power,5 m,Ventilated Disc,Drum,"Tubeless,Radial",13,4,290 litres,165 kmph,14.6 seconds,,hyderabad
1214,0,Petrol,Hatchback,"96,502",Manual,1,1st Owner,Hyundai,Hyundai i10,2011,1568,Magna,₹ 2.69 Lakh,₹ 2.85 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1214,Nov 2011,Third Party insurance,Petrol,5 Seats,"96,502 Kms",AP10,First Owner,1197 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Power Antenna, Centeral Locking, Day Night Rear View Mirror",White,Kappa Petrol Engine,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,DOHC ,MPFI,71 x 75.6 mm,10.5:1 ,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,930,,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,,,hyderabad
1215,0,Diesel,Sedan,"60,000",Automatic,2,2nd Owner,Jaguar,Jaguar XJ,2018,5015,3.0L Portfolio,₹ 63 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1215,2018,Third Party insurance,Diesel,5 Seats,"60,000 Kms",TS25,Second Owner,2993 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",White,Diesel Engine,2993,301.73bhp@4000rpm,689Nm@1800rpm,6.0,4.0,DOHC,Direct Injection,84 X 90 mm,16.1:1,Yes,No,5255mm,2105mm,1460mm,3157mm,1626mm,1604mm,1820,2450kg,8 Speed,AWD,5,Power,6.15 metres,Disc,Disc,"Tubeless,Radial",19,4,520-litres,250 Kmph,6.2 Seconds,,hyderabad
1216,0,Petrol,Hatchback,"37,634",Manual,1,1st Owner,Renault,Renault KWID,2019,5375,1.0 RXT Optional,₹ 4 Lakh,₹ 4.19 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1216,Jun 2019,Third Party insurance,Petrol,5 Seats,"37,634 Kms",TS08,First Owner,999 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Red,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3679mm,1579mm,1478mm,2422mm,,,730,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,300,155.8 kmph,13.90 Seconds,,hyderabad
1217,0,Petrol,Hatchback,"64,934",Manual,2,2nd Owner,Maruti,Maruti Alto,2012,3903,LXi,₹ 1.91 Lakh,₹ 2.01 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1217,Apr 2012,Comprehensive,Petrol,5 Seats,"64,934 Kms",AP11,Second Owner,796 cc,Manual,2012,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Tinted Glass, Brake Assist, Halogen Headlamps, Usb Auxiliary Input",Silver,In-Line Engine,796,46.3bhp@6200rpm,62Nm@3000rpm,3.0,4.0,SOHC,MPFI,68.5 x 72.0 mm,,No,No,3495mm,1475mm,1460mm,2360mm,1295mm,1290mm,705kg,1140kg,5 Speed,FWD,5,Power,4.6m,Disc,Drum,"Tubeless,Radial",12,5,,137km/hr,17.7 seconds,,hyderabad
1218,0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2022,8837,VXI BSVI,₹ 5.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1218,2022,Third Party insurance,Petrol,5 Seats,"30,000 Kms",,First Owner,998 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3655mm,1620mm,1675mm,2435,1430,1440,810-835,1340Kg,,,5,Power,4.7,Disc,Drum,"Tubeless, Radial",,5,341,,,,hyderabad
1219,0,Petrol,Hatchback,"61,609",Automatic,2,2nd Owner,Hyundai,Hyundai i10,2011,1571,Sportz AT,₹ 3.24 Lakh,₹ 3.34 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1219,Mar 2012,Third Party,Petrol,5 Seats,"61,609 Kms",AP28,Second Owner,1197 cc,Automatic,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Day Night Rear View Mirror, Cd Player",Others,DOHC Kappa2 Engine,1197,78.9bhp@6000rpm,111.8Nm@4000rpm,4.0,4.0,DOHC ,MPFI,71 x 75.6 mm,10.5:1,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,990,,4-Speed,FWD,5,Power,,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,,,hyderabad
1220,0,Petrol,Sedan,"80,000",Automatic,1,1st Owner,Skoda,Skoda Rapid,2018,3156,1.6 MPI AT Style BSIV,₹ 8.60 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1220,2018,Third Party insurance,Petrol,5 Seats,"80,000 Kms",TS08,First Owner,1598 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,Petrol Engine,1598,103.2bhp@5200-5250rpm,153Nm@3750-3800rpm,4.0,4.0,DOHC,MPFI,,,No,No,4413mm,1699mm,1466mm,2552mm,,,1187kg,1710Kg,6 Speed,FWD,5,Power,5.3 meters,Disc,Drum,"Tubeless,Radial",16,4,460,185kmph,,120mm,hyderabad
1221,0,Diesel,SUV,"60,000",Manual,1,1st Owner,Tata,Tata New Safari,2021,8385,XZ Plus 6 Str Adventure Edition BSVI,₹ 21 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1221,2021,Third Party insurance,Diesel,6 Seats,"60,000 Kms",TS07,First Owner,1956 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,Kryotec 2.0 L Turbocharged Engine,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4661mm,1894mm,1786mm,2741mm,,,1825kg,,6-Speed,,6,Power,,Disc,Disc,"Tubeless, Radial",18,5,73,,,,hyderabad
1222,0,Diesel,MUV,"70,000",Manual,2,2nd Owner,Maruti,Maruti Ertiga,2016,4043,SHVS VDI,₹ 7.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1222,2016,Third Party insurance,Diesel,7 Seats,"70,000 Kms",TS13,Second Owner,1248 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,D13A SHVS Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,4296mm,1695mm,1685mm,2740mm,1480mm,1490mm,1260kg,,5 Speed,FWD,7,Power,5.2 metres,Ventilated Disc,Drum,"Tubeless, Radial",,5,135-liters,160 kmph,13.3 Seconds,,hyderabad
1223,0,Cng,Hatchback,"80,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2012,4351,LXI CNG,₹ 2.60 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1223,2012,Third Party insurance,CNG,5 Seats,"80,000 Kms",AP10,Second Owner,998 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Others,K Series Petrol Engine,998,58.2bhp@6200rpm,77Nm@3500rpm,3.0,4.0,,MPFI,,,No,No,3595mm,1475mm,1700mm,2400mm,1295mm,1290mm,960kg,1350kg,5 Speed,FWD,5,Power,4.6metres,Ventilated Disc,Drum,"Tubeless, Radial",13,4,,,,,hyderabad
1224,0,Diesel,Hatchback,"1,20,000",Manual,2,2nd Owner,Tata,Tata Indica V2,2016,2514,LS,₹ 1 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1224,2016,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",TS04,Second Owner,1396 cc,Manual,2016,"Power Steering, Remote Trunk Opener, Air Conditioner, Adjustable Steering, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Child Safety Locks, Passenger Side Rear View Mirror",Others,CR4 Diesel Engine,1396,69bhp@4000rpm,140Nm@1800-3000rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,3690mm,1665mm,1485mm,2400mm,,,1080kg,,5 Speed,FWD,5,Power,4.9 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,220-litres,155 Kmph,14.5 Seconds,,hyderabad
1225,0,Diesel,SUV,"80,000",Manual,3,3rd Owner,Tata,Tata Hexa,2017,5479,XT,₹ 10.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1225,2017,Third Party insurance,Diesel,7 Seats,"80,000 Kms",AP07,Third Owner,2179 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Others,2.2 LTR. VARICOR 400,2179,153.86bhp@4000,400Nm@1750-2500rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4788mm,1900mm,1785mm,2850mm,,,1925,,6 Speed,AWD,7,Power,5.75m,Disc,Disc,"Tubeless,Radial",17,5,128,,,,hyderabad
1226,0,Diesel,Hatchback,"1,20,000",Manual,1,1st Owner,Maruti,Maruti Ritz,2016,4137,LDi,₹ 2.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1226,2016,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",TS10,First Owner,1248 cc,Manual,2016,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Others,DDiS Diesel Engine ,1248,73.94bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,3775mm,1680mm,1620mm,2360mm,1470mm,1480mm,1100kg,1520kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,236-liters,163 Kmph,14 Seconds,,hyderabad
1227,0,Diesel,Hatchback,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2009,4181,Vdi BSIII,₹ 2.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1227,2009,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",,Second Owner,1248 cc,Manual,2009,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Brake Assist",Others,In-Line Engine,1248,75 PS @ 2000 rpm,190 Nm @2000 rpm,4.0,4.0,DOHC,CRDI,69.6 x 82 mm,9.0:1,Yes,No,3760mm,1690mm,1530mm,2390mm,1470mm,1480mm,1075kg,1490kg,5 Speed,,5,Power,4.7 m,Ventilated Disc,Drum,"Tubeless,Radial",14,5,232 litres,158 kmph,13.75 seconds,,hyderabad
1228,0,Petrol,Hatchback,"30,088",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2021,7743,1.0 MPI Comfortline,₹ 7.32 Lakh,₹ 7.61 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1228,Oct 2021,Zero Dep,Petrol,5 Seats,"30,088 Kms",TS07,First Owner,999 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,1.0L MPI Petrol,999,75.10bhp@6200rpm,95Nm@2950-3800rpm,3.0,4.0,DOHC,MPI,74.5x76.4 mm,10.5:1,No,No,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1030Kg,1500Kg,5 Speed,FWD,5,Electronic,4.9,Disc,Drum,"Tubeless,Radial",R15,5,280,,,,hyderabad
1229,0,Petrol,Hatchback,"65,094",Manual,2,2nd Owner,Datsun,Datsun RediGO,2017,5236,T Option,₹ 2.73 Lakh,₹ 2.84 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1229,May 2017,Comprehensive,Petrol,5 Seats,"65,094 Kms",TS08,Second Owner,799 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",White,0.8L Petrol Engine,799,53.64bhp@5678rpm,72Nm@4386rpm,3.0,4.0,DOHC,MPFi,,,No,No,3429mm,1560mm,1541mm,2348mm,,,770,,5-Speed,2WD,5,Power,4.7m,Disc,Drum,,,5,222,,,185mm,hyderabad
1230,0,Diesel,Hatchback,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2009,4181,Vdi BSIII,₹ 2.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1230,2009,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",AP11,Second Owner,1248 cc,Manual,2009,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Brake Assist",Others,In-Line Engine,1248,75 PS @ 2000 rpm,190 Nm @2000 rpm,4.0,4.0,DOHC,CRDI,69.6 x 82 mm,9.0:1,Yes,No,3760mm,1690mm,1530mm,2390mm,1470mm,1480mm,1075kg,1490kg,5 Speed,,5,Power,4.7 m,Ventilated Disc,Drum,"Tubeless,Radial",14,5,232 litres,158 kmph,13.75 seconds,,hyderabad
1231,0,Petrol,Hatchback,"55,024",Manual,1,1st Owner,Maruti,Maruti Alto,2010,3903,LXi,₹ 1.75 Lakh,₹ 1.81 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1231,Aug 2010,Comprehensive,Petrol,5 Seats,"55,024 Kms",AP09,First Owner,796 cc,Manual,2010,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Tinted Glass, Brake Assist, Halogen Headlamps, Usb Auxiliary Input",Others,In-Line Engine,796,46.3bhp@6200rpm,62Nm@3000rpm,3.0,4.0,SOHC,MPFI,68.5 x 72.0 mm,,No,No,3495mm,1475mm,1460mm,2360mm,1295mm,1290mm,705kg,1140kg,5 Speed,FWD,5,Power,4.6m,Disc,Drum,"Tubeless,Radial",12,5,,137km/hr,17.7 seconds,,hyderabad
1232,0,Petrol,MUV,"21,687",Automatic,2,2nd Owner,Renault,Renault Triber,2020,7825,RXT EASY-R AMT BSVI,₹ 7.02 Lakh,₹ 7.54 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1232,Nov 2020,Third Party insurance,Petrol,7 Seats,"21,687 Kms",TS10,Second Owner,999 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Silver,,999,71.01bhp@6250rpm,96Nm@3500rpm,3.0,4.0,,MPFi,,,,,3991mm,1739,1643,,1547,1545,947,,5 Speed,,7,Electric,,Disc,Drum,"Tubeless, Radial",,5,84,,,,hyderabad
1233,0,Diesel,MUV,"1,20,000",Manual,1,1st Owner,Toyota,Toyota Innova,2013,2387,2.5 VX (Diesel) 7 Seater BS IV,₹ 10.85 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1233,2013,Third Party insurance,Diesel,7 Seats,"1,20,000 Kms",TS09,First Owner,2494 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Power Door Locks, Cd Player",Others,In-Line Engine,2494,100bhp@3600rpm,200Nm@1400-3400rpm,4.0,4.0,DOHC,Common Rail,,,Yes,No,4585mm,1760mm,1760mm,2750mm,1510mm,1510mm,1680kg,2300kg,5 Speed,FWD,7,Power,5.4 metres,Ventilated Disc,Leading-Trailing Drum,"Tubeless,Radial",15,5,,,,,hyderabad
1234,0,Petrol,Hatchback,"72,762",Manual,1,1st Owner,Datsun,Datsun GO,2017,7852,T,₹ 2.79 Lakh,₹ 2.98 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1234,Nov 2017,Third Party insurance,Petrol,5 Seats,"72,762 Kms",TS09,First Owner,1198 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Others,Naturally Aspirated 12V,1198,67.05bhp@5000rpm,104Nm@4000rpm,3.0,4.0,DOHC,Electronic Injection System,,,No,No,3788mm,1636mm,1507mm,2450mm,1440mm,1445mm,886kg,,5 Speed,FWD,5,Power,4.6 metres,Disc,Drum,Tubeless,,5,265-litres,,13.3 Seconds,180mm,hyderabad
1235,0,Diesel,Pickup Trucks,"30,000",Manual,1,1st Owner,Tata,Tata Yodha Pickup,2021,7622,1500,₹ 8.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1235,2021,Third Party insurance,Diesel,2 Seats,"30,000 Kms",TS17,First Owner,2956 cc,Manual,2021,"Power Steering, Accessory Power Outlet, Digital Odometer, Tachometer, Manually Adjustable Exterior Rear View Mirror, Wheel Covers",Others,TATA 4SP CR TCIC,2956,85bhp@3000rpm,250Nm@1000-2000rpm,4.0,4.0,,,,,,,5350mm,1860mm,1810mm,3150mm,,,1850Kg,3350Kg,5 Speed,RWD,2,Power,6250mm,Disc,Drum,Radial,,2,,,,210mm,hyderabad
1236,0,Petrol,Hatchback,"52,791",Automatic,1,1st Owner,Maruti,Maruti Wagon R,2017,4319,AMT VXI,₹ 3.87 Lakh,₹ 4.10 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1236,Apr 2017,Zero Dep,Petrol,5 Seats,"52,791 Kms",TS09,First Owner,998 cc,Automatic,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",White,K10B Petrol Engine,998,67bhp@6000rpm,90Nm@3500rpm,3.0,4.0,DOHC,,69 x 72 mm,,No,No,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,890kg,1350kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,152 kmph,18.6 Seconds,,hyderabad
1237,0,Diesel,SUV,"67,879",Manual,1,1st Owner,Renault,Renault Duster,2012,5066,85PS Diesel RxL,₹ 3.83 Lakh,₹ 4.05 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1237,Sept 2012,Third Party,Diesel,5 Seats,"67,879 Kms",TS09,First Owner,1461 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Silver,dCi Diesel Engine ,1461,83.8bhp@3750rpm,200Nm@1900rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4315mm,1822mm,1695mm,2673mm,1560mm,1567mm,1240,1758kg,5 speed,FWD,5,Power,5.2 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,5,475-litres,,,,hyderabad
1238,0,Petrol,Hatchback,"60,053",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,3962,1.2 Delta,₹ 6 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1238,Oct 2018,Not Available,Petrol,5 Seats,"60,053 Kms",TS11,First Owner,1197 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Nexa Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,870kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,"Tubeless,Radial",,5,339-litres,180 Kmph,12.36 seconds,,hyderabad
1239,0,Petrol,SUV,"23,316",Manual,1,1st Owner,Nissan,Nissan Magnite,2021,8131,XV Premium DT BSVI,₹ 8.13 Lakh,₹ 8.99 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1239,Mar 2021,Third Party insurance,Petrol,5 Seats,"23,316 Kms",TS30,First Owner,999 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",White,B4D 1.0 NA PETROL,999,71.02bhp@6250rpm,96Nm@3500rpm,3.0,4.0,SOHC,MPFi,71 x 84.1,,No,No,3994mm,1758,1572,2500,,,939,,5 Speed,,5,Electronic,5.0,Disc,Drum,"Tubeless,Radial",16,5,336,,17.7,,hyderabad
1240,0,Petrol,Hatchback,"50,000",Automatic,2,2nd Owner,Renault,Renault KWID,2017,5431,1.0 AMT RXT,₹ 3.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1240,2017,Third Party insurance,Petrol,5 Seats,"50,000 Kms",TT02,Second Owner,999 cc,Automatic,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3679mm,1579mm,1478mm,2422mm,,,730,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,300,159.4 kmph,17.44 Seconds,,hyderabad
