,city,fuel_type,body_type,km_driven,transmission,ownerno,model,modelyear,color,price
3987,hyderabad,Petrol,Hatchback,78911,Manual,2,Maruti Baleno,2016,Blue,572000
3988,hyderabad,Petrol,Hatchback,85298,Manual,1,Datsun GO,2017,Red,307000
3989,hyderabad,Petrol,Sedan,60529,Manual,1,Honda City,2014,White,454000
3990,hyderabad,Diesel,Sedan,115276,Manual,2,Skoda Rapid,2017,Silver,775000
3991,hyderabad,Diesel,SUV,60000,Automatic,1,Maruti Vitara Brezza,2019,Others,850000
3992,hyderabad,Petrol,SUV,30241,Manual,1,Renault Duster,2020,White,907000
3993,hyderabad,Petrol,Hatchback,24197,Manual,1,Hyundai Santro,2019,Others,509000
3994,hyderabad,Petrol,Hatchback,44981,Manual,1,Hyundai i20 N Line,2021,White,940000
3995,hyderabad,Diesel,Hatchback,85497,Manual,2,Nissan Micra,2011,Maroon,227000
3996,hyderabad,Petrol,Hatchback,30000,Manual,1,Maruti Baleno,2019,Others,650000
3997,hyderabad,Diesel,Hatchback,80000,Manual,1,Maruti Swift,2017,Grey,580000
3998,hyderabad,Petrol,Hatchback,41000,Automatic,1,Honda Brio,2017,White,595000
3999,hyderabad,Diesel,SUV,73000,Automatic,1,Hyundai Creta,2017,Black,1100000
4000,hyderabad,Petrol,Sedan,40000,Manual,1,Maruti Swift Dzire,2022,Others,770000
4001,hyderabad,Petrol,Hatchback,27000,Manual,1,Maruti Swift,2018,Red,695000
4002,hyderabad,Petrol,Hatchback,57380,Manual,3,Tata Tiago,2018,Silver,496000
4003,hyderabad,Diesel,Sedan,81334,Automatic,1,Hyundai Elantra,2018,Silver,1261000
4004,hyderabad,Cng,Sedan,70000,Manual,1,Maruti Swift Dzire,2022,Others,875000
4005,hyderabad,Diesel,SUV,32483,Manual,1,Tata Nexon,2021,Red,927999
4006,hyderabad,Diesel,SUV,71220,Manual,2,Maruti Vitara Brezza,2016,Blue,803999
4007,hyderabad,Petrol,SUV,17459,Manual,1,Kia Sonet,2021,Black,1100000
4008,hyderabad,Petrol,SUV,6517,Manual,1,Maruti Brezza,2023,White,1275000
4009,hyderabad,Diesel,SUV,70427,Manual,1,Hyundai Creta,2018,Black,950000
4010,hyderabad,Petrol,Hatchback,52306,Automatic,1,Maruti Alto K10,2018,Grey,400000
4011,hyderabad,Diesel,Sedan,111670,Automatic,1,Volkswagen Vento,2015,White,550000
4012,hyderabad,Petrol,Hatchback,40000,Manual,1,Maruti Wagon R,2019,Others,475000
4013,hyderabad,Diesel,Hatchback,67000,Manual,1,Hyundai i20 Active,2017,Silver,720000
4014,hyderabad,Petrol,Sedan,88471,Manual,3,Honda City,2012,Silver,417000
4015,hyderabad,Diesel,Hatchback,88479,Manual,1,Hyundai Grand i10,2018,Silver,532000
4016,hyderabad,Petrol,MUV,39000,Manual,1,Maruti XL6,2020,Blue,1150000
4017,hyderabad,Diesel,Sedan,50003,Automatic,1,Volkswagen Vento,2018,Blue,944000
4018,hyderabad,Petrol,Hatchback,82163,Manual,1,Hyundai Grand i10,2017,Others,501000
4019,hyderabad,Petrol,Hatchback,40000,Manual,1,Maruti Baleno,2022,White,850000
4020,hyderabad,Petrol,Hatchback,108560,Manual,1,Maruti Swift,2016,Others,472000
4021,hyderabad,Diesel,SUV,70000,Manual,1,Mahindra XUV500,2014,Black,860000
4022,hyderabad,Petrol,Hatchback,28292,Manual,1,Datsun RediGO,2021,Brown,469000
4023,hyderabad,Petrol,Hatchback,117467,Manual,1,Maruti Alto 800,2017,Silver,289000
4024,hyderabad,Petrol,Hatchback,65000,Manual,1,Maruti Baleno,2019,Maroon,690000
4025,hyderabad,Petrol,Hatchback,60541,Manual,1,Hyundai i10,2012,Red,321000
4026,hyderabad,Petrol,SUV,60000,Manual,1,Ford Ecosport,2015,Silver,575000
4027,hyderabad,Petrol,Sedan,76355,Manual,1,Honda City,2019,White,890000
4028,hyderabad,Petrol,Hatchback,60000,Automatic,1,Maruti S-Presso,2021,Others,525000
4029,hyderabad,Diesel,SUV,50000,Manual,1,Nissan Terrano,2019,Others,900000
4030,hyderabad,Diesel,SUV,96000,Manual,1,MG Hector,2019,Silver,1650000
4031,hyderabad,Diesel,SUV,63000,Manual,1,Mahindra XUV300,2020,Red,1120000
4032,hyderabad,Petrol,Hatchback,40000,Manual,1,Hyundai Grand i10 Nios,2020,Blue,599000
4033,hyderabad,Petrol,SUV,30000,Manual,1,Hyundai Venue,2021,Others,1019999
4034,hyderabad,Petrol,Sedan,101543,Manual,1,Maruti Swift Dzire,2014,Silver,443000
4035,hyderabad,Petrol,Hatchback,66424,Manual,1,Maruti Baleno,2016,Blue,644000
4036,hyderabad,Petrol,SUV,120000,Manual,1,Maruti SX4 S Cross,2020,Others,750000
4037,hyderabad,Petrol,Hatchback,33433,Manual,1,Tata Tiago,2018,Orange,519000
4038,hyderabad,Diesel,Hatchback,72169,Manual,1,Hyundai i20,2016,Red,695000
4039,hyderabad,Petrol,Sedan,48175,Automatic,1,Honda City,2018,Brown,981000
4040,hyderabad,Petrol,Hatchback,73452,Manual,1,Maruti Celerio,2014,Yellow,425000
4041,hyderabad,Petrol,SUV,54807,Automatic,1,MG Hector,2020,White,1537000
4042,hyderabad,Petrol,Hatchback,47118,Manual,1,Maruti Alto 800,2017,Blue,323000
4043,hyderabad,Petrol,SUV,100000,Manual,1,Tata Nexon,2017,Gray,700000
4044,hyderabad,Petrol,SUV,41192,Manual,1,Nissan Magnite,2021,White,809000
4045,hyderabad,Petrol,SUV,70000,Automatic,1,Honda CR-V,2012,Brown,1195000
4046,hyderabad,Diesel,Sedan,80000,Manual,2,Tata Manza,2010,White,245000
4047,hyderabad,Petrol,Hatchback,51000,Manual,1,Maruti Celerio,2016,Grey,425000
4048,hyderabad,Petrol,Hatchback,31846,Manual,1,Renault KWID,2017,Silver,385000
4049,hyderabad,Diesel,Hatchback,63000,Manual,1,Hyundai Grand i10,2015,Maroon,545000
4050,hyderabad,Diesel,Hatchback,114676,Manual,2,Hyundai i20,2015,White,588000
4051,hyderabad,Diesel,Hatchback,82662,Manual,1,Hyundai i20,2019,Silver,747000
4052,hyderabad,Petrol,Hatchback,50000,Manual,2,Maruti Alto K10,2014,Others,280000
4053,hyderabad,Petrol,MUV,66518,Manual,1,Renault Triber,2019,Silver,633000
4054,hyderabad,Petrol,Sedan,57927,Manual,1,Honda City,2017,Silver,814000
4055,hyderabad,Petrol,Sedan,40000,Manual,1,Maruti Ciaz,2019,Others,900000
4056,hyderabad,Petrol,Hatchback,16115,Manual,1,Tata Tiago,2021,Others,605000
4057,hyderabad,Petrol,Hatchback,50829,Manual,2,Hyundai i10,2009,Red,270000
4058,hyderabad,Petrol,Hatchback,25467,Manual,1,Hyundai Grand i10 Nios,2019,Others,622000
4059,hyderabad,Petrol,Hatchback,71071,Manual,1,Maruti Alto 800,2020,Silver,317000
4060,hyderabad,Petrol,Sedan,55000,Manual,1,Hyundai Verna,2016,Silver,795000
4061,hyderabad,Petrol,Hatchback,55563,Manual,2,Hyundai i20,2017,White,602000
4062,hyderabad,Petrol,Hatchback,54000,Automatic,1,Hyundai Grand i10,2015,Orange,575000
4063,hyderabad,Petrol,Hatchback,70000,Manual,2,Hyundai i20,2019,Others,675000
4064,hyderabad,Petrol,SUV,41000,Automatic,1,Ford Ecosport,2016,Grey,750000
4065,hyderabad,Petrol,Hatchback,70000,Manual,2,Hyundai i20,2011,Others,350000
4066,hyderabad,Petrol,Hatchback,62500,Manual,1,Maruti Baleno,2020,Red,749000
4067,hyderabad,Petrol,Hatchback,20000,Manual,1,Hyundai Santro,2021,Others,550000
4068,hyderabad,Petrol,Hatchback,60350,Manual,1,Hyundai i20,2016,White,599000
4069,hyderabad,Petrol,Hatchback,52266,Manual,1,Hyundai i20,2015,Red,570000
4070,hyderabad,Diesel,Sedan,58431,Manual,1,Maruti Ciaz,2018,Blue,894999
4071,hyderabad,Petrol,Sedan,41372,Automatic,1,Honda City,2017,Silver,1011000
4072,hyderabad,Petrol,Hatchback,46863,Manual,2,Maruti Alto 800,2014,Silver,267000
4073,hyderabad,Petrol,Sedan,66500,Automatic,1,Nissan Sunny,2014,Silver,570000
4074,hyderabad,Petrol,Hatchback,49374,Manual,2,Hyundai i10,2014,Silver,369000
4075,hyderabad,Diesel,Sedan,120000,Manual,2,Skoda Rapid,2012,Others,360000
4076,hyderabad,Petrol,Hatchback,62832,Manual,1,Tata Tiago,2021,Silver,605000
4077,hyderabad,Petrol,Hatchback,61155,Manual,2,Hyundai i20,2016,Silver,585000
4078,hyderabad,Petrol,Hatchback,12045,Manual,2,Maruti Swift,2021,Silver,723000
4079,hyderabad,Petrol,Sedan,60700,Manual,1,Maruti Ciaz,2020,White,894999
4080,hyderabad,Diesel,Sedan,85000,Automatic,1,Mercedes-Benz C-Class,2013,White,1350000
4081,hyderabad,Petrol,Sedan,44276,Automatic,1,Honda City,2020,Golden Brown,1320000
4082,hyderabad,Diesel,Sedan,70000,Automatic,2,Jaguar XF,2013,White,1700000
4083,hyderabad,Diesel,Sedan,70000,Automatic,1,Jaguar XF,2013,White,1750000
4084,hyderabad,Petrol,Hatchback,22264,Manual,1,Maruti Alto 800,2021,White,429000
4085,hyderabad,Petrol,Hatchback,103763,Manual,1,Maruti Ignis,2018,White,376000
4086,hyderabad,Diesel,SUV,109000,Automatic,1,Volvo XC60,2012,Brown,1015000
4087,hyderabad,Petrol,Hatchback,49043,Manual,2,Hyundai i10,2012,Silver,312000
4088,hyderabad,Petrol,Hatchback,70666,Automatic,2,Maruti Celerio,2017,Red,492000
4089,hyderabad,Diesel,Sedan,65815,Automatic,1,Maruti Swift Dzire,2018,Silver,800000
4090,hyderabad,Petrol,Hatchback,79000,Manual,1,Maruti Alto,2010,Maroon,165000
4091,hyderabad,Petrol,Hatchback,48580,Automatic,1,Maruti Baleno,2020,Others,831000
4092,hyderabad,Petrol,Hatchback,44646,Manual,1,Hyundai i20,2018,White,691000
4093,hyderabad,Petrol,Hatchback,71963,Manual,1,Maruti Wagon R,2008,Red,175000
4094,hyderabad,Petrol,Hatchback,26678,Manual,2,Hyundai Grand i10,2017,Red,493000
4095,hyderabad,Diesel,Sedan,152000,Manual,1,Honda City,2015,White,599000
4096,hyderabad,Diesel,Hatchback,41000,Manual,1,Chevrolet Beat,2012,Silver,320000
4097,hyderabad,Diesel,Sedan,83000,Manual,1,Skoda Rapid,2017,White,825000
4098,hyderabad,Diesel,Hatchback,80000,Manual,1,Maruti Ritz,2012,Blue,375000
4099,hyderabad,Diesel,Hatchback,94514,Manual,3,Maruti Swift,2011,Black,323000
4100,hyderabad,Petrol,Sedan,67037,Manual,1,Maruti Swift Dzire,2015,Silver,487000
4101,hyderabad,Petrol,Hatchback,35540,Manual,2,Toyota Glanza,2019,White,709000
4102,hyderabad,Diesel,SUV,47627,Manual,1,Renault Captur,2019,Orange,983000
4103,hyderabad,Petrol,Sedan,98000,Automatic,1,Toyota Corolla Altis,2009,White,450000
4104,hyderabad,Petrol,Hatchback,55943,Manual,1,Hyundai i20,2018,Silver,672000
4105,hyderabad,Diesel,SUV,71000,Automatic,1,Hyundai Creta,2018,White,1350000
4106,hyderabad,Petrol,Hatchback,117924,Automatic,1,Maruti Celerio,2018,Others,457000
4107,hyderabad,Petrol,Hatchback,92195,Manual,1,Maruti Wagon R,2013,White,311000
4108,hyderabad,Petrol,Hatchback,49009,Automatic,1,Maruti Swift,2018,Blue,623000
4109,hyderabad,Petrol,SUV,31650,Automatic,1,Kia Sonet,2020,Black,1090000
4110,hyderabad,Petrol,MUV,20000,Manual,1,Kia Carens,2022,White,1600000
4111,hyderabad,Petrol,Hatchback,70000,Manual,1,Hyundai i10,2009,Others,200000
4112,hyderabad,Diesel,Sedan,39000,Automatic,1,Hyundai Verna,2018,Black,925000
4113,hyderabad,Petrol,SUV,10000,Automatic,1,Mahindra XUV300,2022,Others,1150000
4114,hyderabad,Diesel,SUV,93615,Automatic,1,Hyundai Creta,2018,White,1150000
4115,hyderabad,Petrol,Sedan,16727,Manual,2,Maruti Ciaz,2022,Others,894999
4116,hyderabad,Petrol,SUV,63334,Manual,3,Hyundai Creta,2019,Red,1009000
4117,hyderabad,Petrol,SUV,14000,Manual,1,Nissan Magnite,2021,Red,1050000
4118,hyderabad,Petrol,Hatchback,96540,Manual,1,Maruti Ignis,2018,Blue,441000
4119,hyderabad,Petrol,Sedan,92585,Automatic,1,Toyota Yaris,2018,White,759000
4120,hyderabad,Petrol,SUV,53861,Manual,1,Ford Ecosport,2014,Silver,425000
4121,hyderabad,Petrol,Hatchback,65761,Manual,2,Maruti Wagon R,2012,Silver,306000
4122,hyderabad,Diesel,Sedan,67000,Manual,2,Volkswagen Vento,2015,Golden,600000
4123,hyderabad,Diesel,SUV,122100,Manual,2,Jeep Compass,2018,Silver,1385000
4124,hyderabad,Diesel,Sedan,53873,Automatic,1,Maruti Swift Dzire,2017,Brown,736000
4125,hyderabad,Diesel,SUV,60000,Manual,1,Maruti Vitara Brezza,2019,Others,840000
4126,hyderabad,Diesel,Hatchback,89197,Manual,2,Maruti Swift,2013,Red,426000
4127,hyderabad,Petrol,Hatchback,30000,Manual,1,Datsun RediGO,2020,Others,305000
4128,hyderabad,Petrol,Hatchback,70000,Manual,1,Hyundai i20,2018,Others,629000
4129,hyderabad,Petrol,Hatchback,28700,Automatic,1,Maruti Baleno,2021,Grey,869000
4130,hyderabad,Petrol,Hatchback,91629,Manual,1,Hyundai i10,2012,Silver,300000
4131,hyderabad,Diesel,Hatchback,30000,Manual,1,Ford Freestyle,2021,White,850000
4132,hyderabad,Petrol,Hatchback,7058,Manual,1,Maruti Baleno,2022,Nexa Blue,869999
4133,hyderabad,Diesel,Sedan,86500,Automatic,1,Maruti Swift Dzire,2017,White,775000
4134,hyderabad,Petrol,Sedan,76438,Manual,2,Honda Amaze,2015,Brown,416000
4135,hyderabad,Petrol,SUV,24489,Manual,2,Hyundai Creta,2017,Black,1025000
4136,hyderabad,Petrol,Hatchback,20000,Automatic,1,Maruti Swift,2022,Others,790000
4137,hyderabad,Diesel,Sedan,110600,Manual,1,Hyundai Verna,2017,Silver,855000
4138,hyderabad,Petrol,Hatchback,63840,Manual,2,Maruti Baleno,2019,Blue,649000
4139,hyderabad,Petrol,Hatchback,74000,Manual,1,Hyundai i10,2009,Red,229999
4140,hyderabad,Petrol,Hatchback,21314,Manual,1,Tata Tiago,2021,Silver,599000
4141,hyderabad,Diesel,Sedan,40007,Automatic,1,Hyundai Verna,2017,White,900000
4142,hyderabad,Diesel,Sedan,89997,Manual,2,Maruti Swift Dzire,2015,Red,622000
4143,hyderabad,Petrol,Hatchback,64736,Manual,1,Honda Brio,2014,White,362000
4144,hyderabad,Diesel,SUV,105000,Automatic,1,Audi Q3,2013,White,1295000
4145,hyderabad,Petrol,SUV,40687,Manual,1,Maruti SX4 S Cross,2020,Others,964000
4146,hyderabad,Petrol,Sedan,33000,Automatic,2,Ford Fiesta,2012,Blue,395000
4147,hyderabad,Petrol,Hatchback,57000,Automatic,1,Maruti Celerio,2016,Silver,459999
4148,hyderabad,Diesel,SUV,88000,Manual,1,Kia Seltos,2019,Blue,1325000
4149,hyderabad,Petrol,Hatchback,80000,Manual,3,Hyundai i10,2009,Others,215000
4150,hyderabad,Petrol,SUV,49500,Manual,1,Hyundai Venue,2020,Red,1050000
4151,hyderabad,Petrol,Hatchback,15985,Manual,1,Renault KWID,2020,Brown,465000
4152,hyderabad,Petrol,Sedan,85871,Manual,2,Honda City,2015,Red,574000
4153,hyderabad,Petrol,Hatchback,73665,Manual,1,Hyundai i10,2012,Silver,295000
4154,hyderabad,Petrol,Sedan,70380,Manual,1,Tata Tigor,2021,Blue,707000
4155,hyderabad,Petrol,Hatchback,73202,Manual,1,Hyundai i20,2016,Red,605000
4156,hyderabad,Petrol,Sedan,80000,Automatic,1,Honda Amaze,2016,Goldan BRWOON,565000
4157,hyderabad,Diesel,Hatchback,58006,Manual,1,Maruti Swift,2017,White,608000
4158,hyderabad,Petrol,Hatchback,64000,Automatic,1,Maruti Swift,2019,m grey,725000
4159,hyderabad,Petrol,Hatchback,50670,Manual,2,Honda Brio,2014,White,369000
4160,hyderabad,Petrol,Hatchback,41058,Automatic,2,Hyundai Santro,2020,Others,508000
4161,hyderabad,Diesel,SUV,120000,Manual,1,Renault Duster,2013,White,360000
4162,hyderabad,Petrol,Hatchback,56367,Manual,2,Maruti Wagon R Stingray,2014,Silver,399000
4163,hyderabad,Petrol,SUV,41000,Manual,1,Hyundai Venue,2019,Grey,919999
4164,hyderabad,Petrol,Hatchback,40000,Manual,1,Hyundai i20,2019,Blue,740000
4165,hyderabad,Petrol,Hatchback,16000,Automatic,1,Hyundai Grand i10,2016,Maroon,625000
4166,hyderabad,Petrol,Hatchback,69900,Automatic,1,Maruti Celerio,2016,Silver,450000
4167,hyderabad,Petrol,Sedan,120000,Manual,1,Honda City,2016,Silver,650000
4168,hyderabad,Petrol,Hatchback,95000,Manual,1,Tata Tiago,2016,Silver,450000
4169,hyderabad,Petrol,Sedan,66000,Automatic,1,Honda City,2014,White,675000
4170,hyderabad,Diesel,Sedan,67905,Manual,1,Maruti Ciaz,2016,Silver,652000
4171,hyderabad,Petrol,Hatchback,19348,Manual,1,Hyundai Santro,2019,Others,496000
4172,hyderabad,Petrol,Sedan,35000,Manual,1,Honda Amaze,2017,Brown,650000
4173,hyderabad,Petrol,Sedan,30811,Manual,1,Hyundai Verna,2017,Others,789000
4174,hyderabad,Petrol,Hatchback,73227,Manual,2,Maruti Celerio X,2019,Others,458000
4175,hyderabad,Diesel,Sedan,80000,Manual,2,Tata Manza,2010,White,200000
4176,hyderabad,Petrol,Hatchback,90184,Manual,1,Honda Brio,2012,White,311000
4177,hyderabad,Petrol,SUV,30000,Manual,1,Maruti SX4 S Cross,2021,Blue,1000000
4178,hyderabad,Petrol,Sedan,66039,Manual,1,Hyundai Verna,2016,Others,613000
4179,hyderabad,Diesel,Sedan,120000,Manual,2,Hyundai Xcent,2017,Others,390000
4180,hyderabad,Petrol,Sedan,89205,Manual,2,Honda City,2013,Silver,517000
4181,hyderabad,Petrol,SUV,50000,Manual,1,Hyundai Venue,2020,Others,999000
4182,hyderabad,Petrol,Hatchback,80000,Automatic,1,Maruti Baleno,2018,Others,740000
4183,hyderabad,Diesel,SUV,29000,Manual,1,MG Hector,2020,b red,1650000
4184,hyderabad,Diesel,SUV,90000,Automatic,1,BMW X1,2012,Others,1320000
4185,hyderabad,Diesel,Sedan,120000,Manual,1,Tata Manza,2011,Red,220000
4186,hyderabad,Diesel,Hatchback,100000,Manual,2,Fiat Avventura,2015,White,420000
4187,hyderabad,Petrol,Hatchback,56962,Automatic,1,Maruti Baleno,2017,Granite Grey,550000
4188,hyderabad,Diesel,Sedan,90000,Automatic,1,Skoda Rapid,2015,Others,550000
4189,hyderabad,Petrol,Hatchback,101739,Manual,1,Volkswagen Polo,2018,White,501999
4190,hyderabad,Petrol,Hatchback,69049,Manual,1,Tata Tiago,2019,Others,552000
4191,hyderabad,Diesel,SUV,110000,Manual,1,Maruti Vitara Brezza,2018,Red,830000
4192,hyderabad,Petrol,Sedan,56242,Manual,1,Honda Amaze,2017,Brown,579000
4193,hyderabad,Diesel,SUV,124281,Manual,1,Mahindra XUV500,2018,Grey,1215000
4194,hyderabad,Petrol,SUV,38000,Manual,1,Hyundai Venue,2019,White,950000
4195,hyderabad,Diesel,SUV,84249,Manual,1,Mahindra Scorpio,2018,Red,1021000
4196,hyderabad,Petrol,Sedan,122117,Manual,2,Maruti Swift Dzire,2013,White,421000
4197,hyderabad,Diesel,SUV,108632,Manual,1,Ford Ecosport,2019,Silver,869999
4198,hyderabad,Diesel,SUV,116988,Manual,1,Ford Ecosport,2017,Black,677000
4199,hyderabad,Petrol,Sedan,60000,Automatic,1,Honda City,2014,urban titanim,725000
4200,hyderabad,Diesel,Sedan,120000,Manual,1,Honda Amaze,2018,Others,650000
4201,hyderabad,Diesel,SUV,92000,Manual,1,Hyundai Creta,2016,Red,980000
4202,hyderabad,Diesel,MUV,80000,Manual,1,Mahindra Marazzo,2019,Others,1100000
4203,hyderabad,Cng,Sedan,90000,Manual,2,Toyota Corolla Altis,2009,Silver,290000
4204,hyderabad,Diesel,Hatchback,110000,Manual,2,Skoda Fabia,2014,Others,350000
4205,hyderabad,Petrol,Hatchback,70000,Manual,1,Nissan Micra,2011,Silver,290000
4206,hyderabad,Diesel,Hatchback,72761,Manual,1,Tata Tiago,2018,Orange,590000
4207,hyderabad,Petrol,Hatchback,72473,Manual,1,Hyundai i10,2013,Silver,299000
4208,hyderabad,Petrol,SUV,18030,Manual,1,Maruti Brezza,2022,Maroon,1252000
4209,hyderabad,Diesel,Sedan,63000,Manual,1,Honda Amaze,2018,g brown,875000
4210,hyderabad,Petrol,Hatchback,40404,Automatic,1,Honda Jazz,2016,Silver,550000
4211,hyderabad,Petrol,Sedan,96407,Automatic,1,Honda City,2018,Brown,969999
4212,hyderabad,Petrol,Hatchback,20000,Manual,1,Hyundai Grand i10,2017,Others,590000
4213,hyderabad,Petrol,Sedan,53456,Manual,1,Honda City,2017,Silver,771000
4214,hyderabad,Petrol,Hatchback,91603,Manual,2,Maruti Alto 800,2016,White,256999
4215,hyderabad,Petrol,Hatchback,28246,Manual,1,Toyota Glanza,2021,Red,767000
4216,hyderabad,Petrol,Hatchback,30224,Manual,1,Tata Tiago,2021,Red,581000
4217,hyderabad,Diesel,Sedan,70000,Manual,1,Honda City,2017,Others,1025000
4218,hyderabad,Diesel,Hatchback,120000,Manual,3,Hyundai i20,2013,Others,400000
4219,hyderabad,Diesel,SUV,120000,Manual,2,Maruti Vitara Brezza,2017,Black,750000
4220,hyderabad,Diesel,Sedan,80000,Manual,2,Skoda Rapid,2020,Others,1000000
4221,hyderabad,Petrol,Hatchback,70000,Manual,1,Hyundai i20,2019,Others,660000
4222,hyderabad,Diesel,SUV,85838,Manual,1,Ford Ecosport,2014,White,662000
4223,hyderabad,Petrol,Hatchback,68000,Manual,1,Nissan Micra Active,2016,Blue,395000
4224,hyderabad,Petrol,Hatchback,38607,Automatic,2,Maruti Celerio,2018,Silver,513999
4225,hyderabad,Petrol,Hatchback,48934,Automatic,2,Hyundai i20,2019,White,772000
4226,hyderabad,Petrol,Hatchback,73000,Manual,1,Hyundai i20,2018,Red,680000
4227,hyderabad,Petrol,Hatchback,31933,Manual,2,Maruti Alto 800,2014,Red,254000
4228,hyderabad,Petrol,Hatchback,54959,Manual,1,Maruti Wagon R,2013,Blue,311000
4229,hyderabad,Petrol,Sedan,59261,Automatic,1,Honda City,2017,Silver,1015000
4230,hyderabad,Petrol,Hatchback,73889,Manual,1,Maruti Swift,2014,Red,461000
4231,hyderabad,Petrol,Hatchback,44363,Manual,2,Renault KWID,2019,White,372000
4232,hyderabad,Diesel,Sedan,54000,Automatic,1,Mercedes-Benz E-Class,2011,Black,1450000
4233,hyderabad,Petrol,Sedan,50151,Manual,1,Hyundai Verna,2017,Black,802999
4234,hyderabad,Lpg,Hatchback,120000,Manual,1,Hyundai Santro Xing,2010,Others,220000
4235,hyderabad,Diesel,Sedan,92000,Automatic,1,Volvo S60,2012,Silver,1150000
4236,hyderabad,Petrol,SUV,72253,Manual,1,Hyundai Venue,2019,Blue,900000
4237,hyderabad,Diesel,SUV,51757,Manual,1,Mahindra XUV500,2015,Purple,1400000
4238,hyderabad,Petrol,Hatchback,46000,Manual,1,Chevrolet Beat,2012,Grey,295000
4239,hyderabad,Petrol,Hatchback,61201,Manual,1,Maruti Wagon R,2013,Others,306000
4240,hyderabad,Petrol,Hatchback,46563,Manual,2,Maruti Wagon R,2016,Red,366000
4241,hyderabad,Petrol,Hatchback,41085,Manual,1,Hyundai i20,2016,Red,645000
4242,hyderabad,Diesel,Hatchback,90000,Manual,1,Ford Figo,2010,Green,299000
4243,hyderabad,Petrol,Hatchback,50260,Manual,1,Hyundai i20,2013,White,423000
4244,hyderabad,Petrol,Hatchback,55000,Manual,1,Ford Figo,2010,Grey,295000
4245,hyderabad,Petrol,Hatchback,107913,Manual,2,Maruti Celerio,2014,Red,328000
4246,hyderabad,Petrol,Hatchback,52858,Manual,1,Maruti Swift,2017,Silver,565000
4247,hyderabad,Petrol,Hatchback,41832,Manual,2,Renault KWID,2016,Others,299000
4248,hyderabad,Petrol,Hatchback,61000,Manual,1,Datsun GO,2014,Silver,299000
4249,hyderabad,Diesel,Sedan,136700,Automatic,1,Skoda Laura,2012,Rosso Brunello,490000
4250,hyderabad,Petrol,Hatchback,44000,Manual,1,Maruti Ritz,2011,Silver,340000
4251,hyderabad,Petrol,MUV,45430,Automatic,1,Renault Triber,2021,White,650000
4252,hyderabad,Petrol,SUV,10000,Automatic,1,Volkswagen Taigun,2022,White,1650000
4253,hyderabad,Petrol,SUV,50000,Manual,1,Nissan Magnite,2021,Silver,750000
4254,hyderabad,Diesel,SUV,89178,Manual,1,Mahindra XUV500,2015,Black,700000
4255,hyderabad,Petrol,Hatchback,52507,Manual,1,Maruti Swift,2014,Blue,466000
4256,hyderabad,Petrol,Sedan,47495,Manual,1,Volkswagen Ameo,2019,White,587000
4257,hyderabad,Petrol,Hatchback,50000,Manual,2,Datsun RediGO,2017,White,220000
4258,hyderabad,Petrol,Hatchback,89899,Automatic,1,Maruti Swift,2019,Silver,677000
4259,hyderabad,Petrol,Hatchback,39992,Manual,2,Renault KWID,2017,Others,334000
4260,hyderabad,Lpg,Hatchback,80000,Manual,2,Maruti Wagon R,2009,Others,150000
4261,hyderabad,Petrol,Hatchback,89791,Manual,1,Maruti Wagon R,2013,Silver,315000
4262,hyderabad,Petrol,Hatchback,114071,Manual,2,Hyundai Grand i10,2015,Red,389000
4263,hyderabad,Petrol,Hatchback,66445,Manual,2,Maruti Wagon R,2015,Silver,347000
4264,hyderabad,Petrol,SUV,30000,Automatic,1,Volkswagen Taigun,2021,Others,1450000
4265,hyderabad,Diesel,SUV,96615,Manual,1,Honda WR-V,2018,White,800000
4266,hyderabad,Diesel,SUV,60000,Manual,1,Kia Seltos,2020,Others,1550000
4267,hyderabad,Diesel,Sedan,120000,Manual,2,Maruti Swift Dzire,2016,Others,350000
4268,hyderabad,Diesel,Sedan,90000,Manual,2,Hyundai Xcent,2016,Others,320000
