,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,ground_clearance_unladen,cargo_volumn,compression_ratio,acceleration,top_speed,city
664,0,Petrol,Hatchback,"14,425",Manual,1,1st Owner,Maruti,Maruti Celerio,2022,10359,ZXI Plus,₹ 6.32 Lakh,₹ 6.88 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",664,Sept 2022,Zero Dep,Petrol,5 Seats,"14,425 Kms",WB18,First Owner,998 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Brown,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,3695mm,1655,1555,2435,1440,1450,820,1260,5-Speed,,5,Electric,,Ventilated Disc,Drum,"Tubeless, Radial",15,5,,313,,,,kolkata
665,0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Ignis,2018,5552,1.2 Delta BSIV,₹ 3.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",665,2018,Third Party insurance,Petrol,5 Seats,"40,000 Kms",WB02,First Owner,1197 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Others,1.2-Litre VVT Petrol Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,SOHC,MPFI,,No,No,3700mm,1690mm,1595mm,2435mm,,,835,,5 Speed,FWD,5,Electrical,4.7 m,Disc,Drum,"Tubeless,Radial",,5,,260-litres,,,,kolkata
666,0,Petrol,Sedan,"32,488",Automatic,2,2nd Owner,Volkswagen,Volkswagen Vento,2017,6009,1.2 Highline Plus AT 16 Alloy,₹ 6.90 Lakh,₹ 7.74 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",666,Mar 2018,Third Party,Petrol,5 Seats,"32,488 Kms",WB02,Second Owner,1197 cc,Automatic,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,TSI Petrol Engine,1197,103.5bhp@5000rpm,175Nm@1500-4100rpm,4.0,2.0,SOHC,Direct Injection,76.5 x 86.9 mm,Yes,No,4390mm,1699mm,1467mm,2553mm,1457mm,1500mm,1179Kg,1720kg,7 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,4,,494-liters,10.5:1,12.3 Seconds,185 Kmph,kolkata
667,0,Petrol,Hatchback,"73,949",Manual,2,2nd Owner,Honda,Honda Brio,2012,1203,S MT,₹ 2.19 Lakh,₹ 2.40 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",667,Mar 2012,Comprehensive,Petrol,5 Seats,"73,949 Kms",WB06,Second Owner,1198 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Others,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,PGM - Fi,,No,No,3610mm,1680mm,1500mm,2345mm,1480mm,1465mm,925kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",,5,,175-litres,,,,kolkata
668,0,Petrol,Hatchback,"40,000",Automatic,1,1st Owner,Maruti,Maruti Celerio,2018,6052,ZXI AMT BSIV,₹ 3.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",668,Apr 2018,Third Party insurance,Petrol,5 Seats,"40,000 Kms",WB06,First Owner,998 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,73 X 82 mm,No,No,3695mm,1600mm,1560mm,2425mm,1420mm,1410mm,847kg,1250kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless, Radial",,5,,235-litres,11.0:1,15.05 Seconds,150 Kmph,kolkata
669,0,Petrol,Hatchback,"55,920",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2014,1550,Asta Option,₹ 3.38 Lakh,₹ 3.46 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",669,Jul 2014,Comprehensive,Petrol,5 Seats,"55,920 Kms",WB08,Second Owner,1197 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,14,5,,256-liters,,12.9 Seconds,165 Kmph,kolkata
670,0,Petrol,SUV,"30,000",Manual,1,1st Owner,Ford,Ford Ecosport,2017,6085,1.5 Petrol Ambiente BSIV,₹ 5 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",670,2017,Third Party insurance,Petrol,5 Seats,"30,000 Kms",WW06,First Owner,1497 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,Ti-VCT Petrol Engine,1497,121.36bhp@6500rpm,150Nm@4500rpm,3.0,4.0,DOHC,Direct Injection,79 X 76.5 mm,No,No,3998mm,1765mm,1647mm,2519mm,,,1220Kg,1660Kg,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",,4,,352-litres,11.0:1,,,kolkata
671,0,Petrol,Hatchback,"33,805",Manual,1,1st Owner,Maruti,Maruti Swift,2014,10403,VXI,₹ 4.08 Lakh,₹ 4.37 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",671,Aug 2014,Comprehensive,Petrol,5 Seats,"33,805 Kms",WB12,First Owner,1197 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Others,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,"Radial, Tubeless",,5,,268,,,,kolkata
672,0,Petrol,Sedan,"73,781",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2014,1873,1.2 Kappa S,₹ 2.89 Lakh,₹ 3.12 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",672,Jul 2014,Comprehensive,Petrol,5 Seats,"73,781 Kms",WB02,First Owner,1197 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,Direct Injection,,No,No,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1160,,5 Speed ,FWD ,5,Power,4.7 metres,Disc ,Drum,Tubeless,,4,,407-litres,,14.2 Seconds,172 Kmph,kolkata
673,0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2015,3943,LXI,₹ 2.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",673,2015,Third Party insurance,Petrol,5 Seats,"50,000 Kms",WB74,Second Owner,796 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Day Night Rear View Mirror, Passenger Side Rear View Mirror",White,F8D Petrol Engine,796,47.3bhp@6000rpm,69Nm@3500rpm,3.0,4.0,DOHC,MPFi,,No,No,3395mm,1490mm,1475mm,2360mm,1295mm,1290mm,720kg,1185kg,5 Speed,FWD,5,Power,4.6 metres,Solid Disc,Drum,Tubeless Tyres,,5,,177-litres,,19 Seconds,140 kmph,kolkata
674,0,Petrol,Hatchback,"65,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2014,1481,Sportz 1.2,₹ 3.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",674,Dec 2014,Third Party insurance,Petrol,5 Seats,"65,000 Kms",WB02,First Owner,1197 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Red,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,,5,,295-litres,,13.2 Seconds,170 Kmph,kolkata
675,0,Petrol,Hatchback,"48,072",Manual,2,2nd Owner,Hyundai,Hyundai i20,2011,1644,1.2 Magna,₹ 2.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",675,Nov 2011,Third Party,Petrol,5 Seats,"48,072 Kms",WB26,Second Owner,1197 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Rear, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Grey,In-Line Engine,1197,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",4.0,4.0,DOHC,MPFI,,No,No,3940 mm,1710 mm,1505 mm,"2,525 mm","1,505 mm","1,503 mm",1020,,5 Speed,,5,Power,5.2 mtrs.,Disk,Drum,"Tubeless,Radial",14,5,,,,,,kolkata
676,0,Petrol,SUV,"75,420",Automatic,1,1st Owner,Kia,Kia Seltos,2020,7122,GTX Plus DCT,₹ 12 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",676,Sept 2020,Third Party insurance,Petrol,5 Seats,"75,420 Kms",CG04,First Owner,1353 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Red,Smartstream G1.4,1353,138.08bhp@6000rpm,242nm@1500-3200rpm,4.0,4.0,,GDi,,Yes,,4315mm,1800mm,1645mm,2610mm,,,1535,,7-Speed DCT,FWD,5,Electric,,Disc,Disc,"Tubeless, Radial",17,5,,433,,,,kolkata
677,0,Diesel,Sedan,"16,100",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz C-Class,2019,6598,Progressive C 220d,₹ 30.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",677,Jan 2019,Third Party insurance,Diesel,5 Seats,"16,100 Kms",WB02,Second Owner,1950 cc,Automatic,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Blue,In-Line Engine,1950,194bhp@3800rpm,400Nm@1600-2800rpm,4.0,4.0,DOHC,CRDi,,Yes,No,4686mm,2020mm,1442mm,2840mm,1588mm,1588 mm,1655kg,2165 Kg,9 Speed,RWD,5,Power,5.61 metres,Disc,Disc,"Tubeless, Radial",17,4,,480-litres,,6.9 Seconds,240 Kmph,kolkata
678,0,Diesel,SUV,"40,722",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2018,4297,VDi,₹ 7.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",678,May 2018,Comprehensive,Diesel,5 Seats,"40,722 Kms",WB06,First Owner,1248 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Red,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,69.6 X 82,Yes,No,3995mm,1790mm,1640mm,2500mm,,,1180kg,1680kg,5 Speed,FWD,5,Power,5.2 meters,Ventilated Disc,Drum,"Tubeless,Radial",,5,,328-litres,,12.36 Seconds,172 kmph,kolkata
679,0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Swift,2015,7084,VXI,₹ 4.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",679,2015,Third Party insurance,Petrol,5 Seats,"40,000 Kms",,First Owner,1197 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Others,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFi,73 x 72 mm,No,No,3840mm,1735mm,1530mm,2450mm,1530mm,1530mm,855-885,1315kg,5,FWD,5,Electric,4.8 Meters,Disc,Drum,Tubeless,,5,,268,,12.71s,,kolkata
680,0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Maruti,Maruti Swift,2008,5319,1.3 VXi,₹ 2 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",680,2008,Third Party insurance,Petrol,5 Seats,"50,000 Kms",,First Owner,1298 cc,Manual,2008,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist",Silver,In-Line Engine,1298,88.2@6000 (PS@rpm),"11.5@4,500 (kgm@rpm)",4.0,4.0,,MPFI,74.0 x 75.5 mm,No,No,3760mm,1690mm,1530mm,2390mm,1470mm,1480mm,890,1415kg,5 Speed,,5,Power,4.7 m,Ventilated Disc,Drum,"Tubeless,Radial",14,5,,232 litres,9:01,12.29 seconds,160 kmph,kolkata
681,0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Maruti,Maruti Estilo,2009,4079,LXI,₹ 1.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",681,2009,Third Party insurance,Petrol,,"50,000 Kms",WB24,Second Owner,1061 cc,Manual,2009,,Gold,,1061,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kolkata
682,0,Petrol,Sedan,"40,000",Manual,3,3rd Owner,Volkswagen,Volkswagen Ameo,2017,6006,1.2 MPI Highline 16 Alloy,₹ 4.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",682,2017,Third Party insurance,Petrol,5 Seats,"40,000 Kms",WB02,Third Owner,1198 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,MPI Petrol Engine,1198,74bhp@5400rpm,110Nm@3750rpm,3.0,4.0,DOHC,MPFI,76.5 X 86.9 mm,No,No,3995mm,1682mm,1483mm,2470mm,1460mm,1456mm,1069kg,,5 Speed,FWD,5,Power,,Disc,Drum,"Tubeless,Radial",16,4,,330 Ltrs,10.5:1,,,kolkata
683,0,Petrol,Hatchback,"3,188",Manual,1,1st Owner,Maruti,Maruti Alto 800,2017,10327,VXI,₹ 2.96 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",683,Jul 2017,Comprehensive,Petrol,5 Seats,"3,188 Kms",AN01,First Owner,796 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",White,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,3445mm,1515mm,1475mm,2360mm,1295mm,1290mm,762kg,1185kg,5 Speed,,5,,4.6,Disc,Drum,Tubeless Tyres,,5,,,,,,kolkata
684,0,Petrol,Hatchback,"34,233",Manual,1,1st Owner,Hyundai,Hyundai i20,2019,6808,Magna Plus BSIV,₹ 5.27 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",684,Jun 2019,Comprehensive,Petrol,5 Seats,"34,233 Kms",WB02,First Owner,1197 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Red,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,117nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3985mm,1734mm,1505mm,2570mm,,,1120,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,"Tubeless,Radial",,5,,285,,13.2 Seconds,170 Kmph,kolkata
685,0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2010,1709,GL,₹ 1.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",685,2010,Third Party insurance,Petrol,5 Seats,"50,000 Kms",WB06,Second Owner,1086 cc,Manual,2010,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Tinted Glass, Brake Assist, Child Safety Locks",Others,In-Line Engine,1086,62bhp@5500rpm,96.1Nm@3000rpm,4.0,3.0,SOHC,MPFI,66 x 77 mm,No,No,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,854kg,,5 Speed,,5,Power,4.4m,Ventilated Disc,Drum,"Tubeless,Radial",13,5,,218 litres,8.9:1,16.2 seconds,141km/hr,kolkata
686,0,Petrol,Sedan,"51,767",Automatic,1,1st Owner,Honda,Honda City,2016,1217,i VTEC CVT VX,₹ 5.91 Lakh,₹ 6.15 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",686,May 2016,Third Party,Petrol,5 Seats,"51,767 Kms",WB02,First Owner,1497 cc,Automatic,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Black,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1085kg,,5 Speed CVT,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,,510-litres,10.3:1,10 Seconds,195 Kmph,kolkata
687,0,Petrol,Hatchback,"40,965",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,5692,1.2 Magna Executive,₹ 4.80 Lakh,₹ 5.12 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",687,Nov 2018,Comprehensive,Petrol,5 Seats,"40,965 Kms",WB02,First Owner,1197 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Blue,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,,5,,295-litres,,13.2 Seconds,170 Kmph,kolkata
688,0,Petrol,Sedan,"70,000",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2011,1832,1.6 SX VTVT,₹ 2.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",688,2011,Third Party insurance,Petrol,5 Seats,"70,000 Kms",WB06,Second Owner,1591 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,VTVT Petrol Engine,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,DOHC,MPFI,77.0mm X 85.44mm,No,No,4375mm,1700mm,1475mm,2570mm,,,1260,,5 Speed,FWD,5,Power,5.2 metres,Disc ,Drum,"Tubeless,Radial",16,4,,465-litre,10.5;1,10.5 Seconds,196km/hr,kolkata
689,0,Petrol,SUV,"8,176",Manual,2,2nd Owner,Tata,Tata Nexon,2022,7386,XZ Plus BSVI,₹ 8.22 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",689,Jul 2022,Third Party,Petrol,5 Seats,"8,176 Kms",WB02,Second Owner,1199 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Red,1.2l Turbocharged Revotron Engine,1199,118.35bhp@5500rpm,170Nm@1750-4000rpm,3.0,4.0,,,,NO,,3993,1811,1606,2498,,,1230,,6 Speed,,5,Electric,5.1,Disc,Drum,"Tubeless,Radial",16,5,,350,,,,kolkata
690,0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Renault,Renault KWID,2022,7431,1.0 RXT Opt,₹ 5.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",690,2022,Third Party insurance,Petrol,5 Seats,"10,000 Kms",,First Owner,999 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,No,No,3731mm,1579mm,1474mm,2422mm,,,730,,5 Speed,FWD,5,Electric,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,,279,,,,kolkata
691,0,Petrol,Sedan,"13,327",Manual,2,2nd Owner,Toyota,Toyota Yaris,2018,6404,V BSIV,₹ 6.81 Lakh,₹ 6.95 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",691,Feb 2019,Comprehensive,Petrol,5 Seats,"13,327 Kms",WB12,Second Owner,1496 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Red,1.5 Dual VVT-i Engine,1496,105.5bhp@6000rpm,140Nm@4200rpm,4.0,4.0,DOHC,EFI,,No,No,4425mm,1730mm,1495mm,2550mm,,,1105kg,1580kg,6 Speed,FWD,5,Power,5.1m,Disc,Disc,"Tubless, Radial",15,4,,476,,,,kolkata
692,0,Petrol,SUV,"57,167",Automatic,2,2nd Owner,Ford,Ford Ecosport,2019,6088,1.5 Petrol Titanium Plus AT BSIV,₹ 7.35 Lakh,₹ 8.07 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",692,Jul 2019,Comprehensive,Petrol,5 Seats,"57,167 Kms",WB40,Second Owner,1497 cc,Automatic,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Black,Ti-VCT Petrol Engine,1497,121.36bhp@6500rpm,150Nm@4500rpm,3.0,4.0,DOHC,Direct Injection,79 X 76.5 mm,No,No,3998mm,1765mm,1647mm,2519mm,,,1320Kg,1705Kg,6 Speed,FWD,5,Power,5.3 meters,Ventilated Disc,Drum,"Tubeless,Radial",16,4,,352-litres,11.0:1,12.51 Seconds,171.43 kmph,kolkata
693,0,Petrol,Sedan,"35,100",Manual,1,1st Owner,Volkswagen,Volkswagen Vento,2018,1999,1.6 Highline,₹ 5.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",693,May 2018,Third Party insurance,Petrol,5 Seats,"35,100 Kms",WB02,First Owner,1598 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Grey,MPI Petrol Engine,1598,103.2bhp@5250rpm,153Nm@3800rpm,4.0,4.0,DOHC,MPFI,76.5 x 86.9 mm,No,No,4390mm,1699mm,1467mm,2553mm,1457mm,1500mm,1145Kg,1680kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless,Radial",15,4,,494,10.5:1,12.3 Seconds,185 Kmph,kolkata
