,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,ground_clearance_unladen,cargo_volumn,compression_ratio,acceleration,top_speed,city
634,0,Diesel,SUV,"70,857",Manual,2,2nd Owner,Jeep,Jeep Compass,2017,5928,2.0 Limited Option 4X4,₹ 10.32 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",634,Jun 2017,Comprehensive,Diesel,5 Seats,"70,857 Kms",WB74,Second Owner,1956 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,2.0-Litre 4-Cyl Multijet II Engine,1956,170bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1641 kgs,,6 Speed,4X4,5,Power,,Disc,Discs,"Radial, Tubless",17,5,,408-litres,,10.03 Seconds,,kolkata
635,0,Petrol,Sedan,"50,000",Manual,3,3rd Owner,Honda,Honda City,2010,1245,1.5 S MT,₹ 2.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",635,2010,Third Party insurance,Petrol,5 Seats,"50,000 Kms",WB06,Third Owner,1497 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Others,In-Line Engine,1497,"118PS at 6,600 rpm",146Nm at 4800 rpm,4.0,4.0,SOHC,EFI (Electronic Fuel Injection),,No,No,4420 mm,1695 mm,1480 mm,2550 mm,,,1100 kg,,5 Speed,FWD,5,Power,5.3 m,Disc,Drum,"Tubeless,Radial",15,4,,506 litres,,,,kolkata
636,0,Diesel,Sedan,"80,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2015,4002,VDi Plus,₹ 4.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",636,2015,Third Party insurance,Diesel,5 Seats,"80,000 Kms",MH04,First Owner,1248 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,DDIS 200 Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82mm,Yes,No,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1105kg,1585kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Discs,Drum,"Tubeless, Radial",,4,,510-litres,10.1,15 Seconds,160 kmph,kolkata
637,0,Diesel,Hatchback,"1,10,000",Manual,2,2nd Owner,Maruti,Maruti Ritz,2010,4151,LDi,₹ 1.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",637,2010,Third Party insurance,Diesel,5 Seats,"1,10,000 Kms",,Second Owner,1248 cc,Manual,2010,"Power Steering, Low Fuel Warning Light, Air Conditioner, Heater, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Child Safety Locks, Day Night Rear View Mirror",Others,Diesel,1248,73.9bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC ,CRDI,69.9X82,No,No,3715mm,1680mm,1620mm,2360mm,,,1100kg,1520kg,5-Speed,FWD,5,Power,4.7m,Ventilated Disk,Drum,"Tubeless,Radial",14,5,,232 litres,17.6:1,14.2,156km/hr,kolkata
638,0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2013,4309,LXI BS IV,₹ 3.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",638,2013,Third Party insurance,Petrol,5 Seats,"60,000 Kms",,First Owner,998 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks, Number Of Speaker",Others,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,69 x 72 mm,No,No,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,870kg,1350kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,,180-liters,,18.6 Seconds,152 kmph,kolkata
639,0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2014,1549,Sportz,₹ 3.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",639,2014,Third Party insurance,Petrol,5 Seats,"70,000 Kms",,Second Owner,1197 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Others,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,,256-liters,,12.9 Seconds,165 Kmph,kolkata
640,0,Petrol,Sedan,"1,00,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2011,4224,VXi,₹ 2.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",640,2011,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",,Second Owner,1298 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",Others,In-Line Engine,1298,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,SOHC,MPFI,74 x 75.5 mm,No,No,4160mm,1690mm,1530mm,2390mm,1470mm,1480mm,1025kg,,5 Speed,2 WD,5,Power,4.7m,Ventilated Disc,Drum,"Tubeless,Radial",14,4,,464 litres,9.0:1,,,kolkata
641,0,Petrol,Sedan,"38,000",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2014,1853,1.2 Kappa S,₹ 3.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",641,Jul 2014,Comprehensive,Petrol,5 Seats,"38,000 Kms",WB02,First Owner,1197 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,Direct Injection,,No,No,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1140,,5 Speed ,FWD ,5,Power,4.7 metres,Disc ,Drum,Tubeless,,4,,407-litres,,14.2 Seconds,172 Kmph,kolkata
642,0,Petrol,Hatchback,"60,000",Manual,5,5th Owner,Hyundai,Hyundai i20,2013,1646,Magna,₹ 2.60 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",642,2013,Third Party insurance,Petrol,5 Seats,"60,000 Kms",,Fifth Owner,1197 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Centeral Locking, Anti Theft Alarm, Cd Player",Others,Kappa VTVT Petrol Engine,1197,82.85bhp@6000rpm,113.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3995mm,1710mm,1505mm,2525mm,1505mm,1503mm,1060,,5 Speed,FWD,5,Power,,Disc,Drum,"Tubeless,Radial",14,5,,,,,,kolkata
643,0,Diesel,MUV,"55,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2014,2271,2.5 G (Diesel) 8 Seater BS IV,₹ 7.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",643,Sept 2014,Comprehensive,Diesel,8 Seats,"55,000 Kms",WB02,Second Owner,2494 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks",Silver,2KD-FTV Diesel Engine,2494,100.6bhp@3600rpm,200Nm@1200-3600rpm,4.0,4.0,DOHC,CRDi,,Yes,No,4585mm,1760mm,1760mm,2750mm,1510mm,1510mm,1660kg,2300kg,5 Speed,RWD,8,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,,300-litres,,13.3 Seconds,155 Kmph,kolkata
644,0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2015,1873,1.2 Kappa S,₹ 4 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",644,2015,Third Party insurance,Petrol,5 Seats,"60,000 Kms",WB02,First Owner,1197 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,Direct Injection,,No,No,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1160,,5 Speed ,FWD ,5,Power,4.7 metres,Disc ,Drum,Tubeless,,4,,407-litres,,14.2 Seconds,172 Kmph,kolkata
645,0,Petrol,SUV,"4,034",Manual,1,1st Owner,Hyundai,Hyundai Venue,2022,7675,SX Turbo,₹ 9.56 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",645,Jun 2022,Comprehensive,Petrol,5 Seats,"4,034 Kms",WB06,First Owner,998 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Blue,Kappa 1.0 L Turbo GDi Petrol,998,118.35bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,,GDi,,Yes,,3995 mm,1770 mm,1605 mm,2500 mm,,,1340,,6-Speed,FWD,5,Electric,,Disc,Drum,Radial,,5,190mm,350,,,,kolkata
646,0,Diesel,Hatchback,"28,614",Manual,2,2nd Owner,Chevrolet,Chevrolet Beat,2014,454,Diesel LT,₹ 2.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",646,Sept 2014,Comprehensive,Diesel,5 Seats,"28,614 Kms",wb52,Second Owner,936 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Child Safety Locks, Cd Player",Silver,SMARTECH Diesel Engine,936,56.3bhp@4000rpm,142.5Nm@1750rpm,3.0,4.0,DOHC,Direct Injection,,Yes,No,3640mm,1595mm,1550mm,2375mm,,,1025,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless ,,5,,170-litres,,21.2 Seconds,165 kmph,kolkata
647,0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2010,4350,VXI BS IV,₹ 2.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",647,2010,Third Party insurance,Petrol,5 Seats,"60,000 Kms",,First Owner,998 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,MPFI,,No,No,3595mm,1495mm,1700mm,2400mm,1295mm,1290mm,885kg,1350kg,5 Speed,FWD,5,Power,4.6metres,Ventilated Disc,Drum,"Tubeless, Radial",14,4,,,,,,kolkata
648,0,Petrol,Hatchback,"34,895",Manual,1,1st Owner,Maruti,Maruti Alto 800,2015,3942,VXI,₹ 2.39 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",648,Jul 2015,Comprehensive,Petrol,5 Seats,"34,895 Kms",WB32,First Owner,796 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Day Night Rear View Mirror, Cd Player",White,F8D Petrol Engine,796,47.3bhp@6000rpm,69Nm@3500rpm,3.0,4.0,DOHC,MPFi,,No,No,3395mm,1490mm,1475mm,2360mm,1295mm,1290mm,725kg,1185kg,5 Speed,FWD,5,Power,4.6 metres,Solid Disc,Drum,Tubeless Tyres,,5,,177-litres,,19 Seconds,140 kmph,kolkata
649,0,Petrol,Hatchback,"5,891",Automatic,1,1st Owner,Maruti,Maruti Baleno,2021,6782,Zeta CVT,₹ 8.61 Lakh,₹ 8.78 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",649,Feb 2021,Comprehensive,Petrol,5 Seats,"5,891 Kms",WB02,First Owner,1197 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,910-935,1360kg,CVT,FWD,5,Electric,4.9,Disc,Drum,"Tubeless,Radial",R16,5,,339-litres,,12.79 seconds,,kolkata
650,0,Petrol,Sedan,"28,204",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz E-Class,2017,4575,E200 Edition E,₹ 35 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",650,Mar 2017,Comprehensive,Petrol,5 Seats,"28,204 Kms",MH14,Second Owner,1991 cc,Automatic,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Brown,In-Line Petrol Engine ,1991,184bhp@5500rpm,300Nm@1200-4000rpm,4.0,4.0,DOHC,Direct Injection,,Yes,No,4879mm,2071mm,1474mm,2874mm,1598mm,1614mm,1720kg,2200kg,7 Speed,RWD,5,Power,5.3 metres,Ventilated Disc,Solid Disc,"Tubeless,Radial",17,4,,540-litres,,7.9 Seconds,233 Kmph,kolkata
651,0,Petrol,Hatchback,"17,776",Automatic,2,2nd Owner,Maruti,Maruti Ignis,2020,5555,1.2 AMT Zeta BSIV,₹ 5.98 Lakh,₹ 6.49 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",651,Nov 2020,Comprehensive,Petrol,5 Seats,"17,776 Kms",WB02,Second Owner,1197 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Blue,1.2-Litre VVT Petrol Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,SOHC,MPFI,,No,No,3700mm,1690mm,1595mm,2435mm,,,855,,5 Speed,FWD,5,Electrical,4.7 m,Disc,Drum,"Tubeless,Radial",15,5,,260-litres,,13.69 Seconds,,kolkata
652,0,Diesel,Sedan,"66,000",Manual,1,1st Owner,Honda,Honda City,2017,1210,i DTec VX,₹ 7.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",652,Mar 2017,Third Party insurance,Diesel,5 Seats,"66,000 Kms",WB02,First Owner,1498 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,i DTEC Diesel Engine ,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,Direct Injection,76.0 X 82.5 mm,Yes,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1165kg,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,,510-litres,16.0:1,10 Seconds,175 Kmph,kolkata
653,0,Petrol,Hatchback,"10,667",Automatic,1,1st Owner,Maruti,Maruti Wagon R,2020,7051,VXI AMT 1.2,₹ 5.59 Lakh,₹ 6.08 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",653,Mar 2020,Comprehensive,Petrol,5 Seats,"10,667 Kms",WB10,First Owner,1197 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Silver,K12M Petrol Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,69 x 72 mm,No,No,3655 mm,1620 mm,1675 mm,2435 mm,,,830-845kg,1340kg,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,"Tubeless Tyres, Radial",,5,,341 Litres,,18.6 Seconds,,kolkata
654,0,Diesel,SUV,"27,218",Manual,1,1st Owner,Kia,Kia Sonet,2021,8007,HTX Diesel BSVI,₹ 10.35 Lakh,₹ 10.55 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",654,Mar 2021,Comprehensive,Diesel,5 Seats,"27,218 Kms",WB12,First Owner,1493 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Red,1.5 L CRDi WGT,1493,98.63bhp@4000rpm,240Nm@1500-2750rpm,4.0,4.0,,CRDi,,Yes,,3995mm,1790,1642,2500,,,1215,,6-Speed,FWD,5,Electric,,Disc,Drum,"Tubeless, Radial",16,5,,392,,,,kolkata
655,0,Petrol,Coupe,170,Automatic,1,1st Owner,BMW,BMW 3 Series Gran Limousine,2023,9537,330Li M Sport BSVI,₹ 58.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",655,Aug 2023,Third Party insurance,Petrol,5 Seats,170 Kms,WB02,First Owner,1998 cc,Automatic,2023,"Power Steering, Power Windows Front, Heater, Leather Seats, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Centeral Locking, Radio",White,TwinPower Turbo,1998,254.79bhp@5000rpm,400Nm@1550-4400rpm,4.0,4.0,,,,,,4823,1827,1441,,,,1645,,8 Speed,RWD,5,,,,,,18,,,,,6.2,,kolkata
656,0,Petrol,Hatchback,"28,000",Manual,1,1st Owner,Ford,Ford Figo,2015,1021,1.2P Titanium MT,₹ 2.59 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",656,Aug 2015,Comprehensive,Petrol,5 Seats,"28,000 Kms",WB02,First Owner,1196 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Grey,Ti-VCT Petrol Engine,1196,86.8bhp@6300rpm,112Nm@4000rpm,4.0,4.0,DOHC,Direct Injection,,No,No,3886mm,1695mm,1525mm,2491mm,1492mm,1484mm,1040-1130kg,,5 Speed,FWD,5,EPAS,4.9 meters,Ventilated Disc,Drum,Tubeless,14,5,,257-litres,11.0:1,15.7 Seconds,157 Kmph,kolkata
657,0,Petrol,Coupe,"12,300",Automatic,2,2nd Owner,Audi,Audi S5 Sportback,2021,8396,3.0L TFSI Quattro BSVI,₹ 59.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",657,Oct 2021,Third Party insurance,Petrol,5 Seats,"12,300 Kms",WB02,Second Owner,2994 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Blue,3.0 L V6 TFSI Petrol engine,2994,348.66bhp@5400-6400rpm,500Nm@1370-4500rpm,6.0,4.0,,TFSI,,Yes,,4765mm,1845mm,1390mm,2825mm,,,1760kg,2035kg,8-speed tiptronic,AWD,5,,,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",19,4,,465,,4.8,250kmph,kolkata
658,0,Petrol,SUV,"10,372",Automatic,2,2nd Owner,Kia,Kia Seltos,2020,8948,HTX IVT,₹ 13 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",658,Jul 2020,Comprehensive,Petrol,5 Seats,"10,372 Kms",WB02,Second Owner,1497 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",White,SMARTSTREAM G1.5,1497,113.43bhp@6300rpm,144Nm@4500rpm,4.0,4.0,,MPI,,No,,4315mm,1800mm,1645mm,2610mm,,,1400,,IVT,FWD,5,Electric,,Disc,Disc,"Tubeless, Radial",17,5,,433,,,,kolkata
659,0,Petrol,Hatchback,"6,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,3970,1.2 Alpha,₹ 6.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",659,Mar 2019,Comprehensive,Petrol,5 Seats,"6,000 Kms",WB20,First Owner,1197 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,890Kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,"Tubeless,Radial",16,5,,339-litres,,12.36 seconds,180 Kmph,kolkata
660,0,Petrol,SUV,"30,022",Automatic,1,1st Owner,Jeep,Jeep Compass,2018,7657,1.4 Limited Plus,₹ 10.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",660,Dec 2018,Comprehensive,Petrol,5 Seats,"30,022 Kms",WB02,First Owner,1368 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Grey,1.4-Litre 4-Cyl Multiair Engine,1368,160.77bhp@3750rpm,250Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1562 kgs,,7 Speed,4X2,5,Power,,Disc,Discs,"Radial, Tubless",18,5,,408-litres,,9.99 Seconds,186.69 kmph,kolkata
661,0,Petrol,SUV,"47,000",Automatic,1,1st Owner,Jeep,Jeep Compass,2018,5935,1.4 Limited Option,₹ 9.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",661,Jan 2018,Third Party insurance,Petrol,5 Seats,"47,000 Kms",WB08,First Owner,1368 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,1.4-Litre 4-Cyl Multiair Engine,1368,160bhp@3750rpm,250Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1562 kgs,,7 Speed,4X2,5,Power,,Disc,Discs,"Radial, Tubless",17,5,,408-litres,,9.99 Seconds,186.69 kmph,kolkata
662,0,Diesel,SUV,"50,247",Automatic,2,2nd Owner,Land Rover,Land Rover Range Rover Evoque,2021,9010,2.0 R-Dynamic SE Diesel,₹ 54 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",662,Dec 2021,Comprehensive,Diesel,5 Seats,"50,247 Kms",JH01,Second Owner,1997 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Speakers Front",Silicon Silver,Diesel engine,1997,246.74bhp@5500rpm,430Nm@1750-2500rpm,4.0,4.0,,,,Yes,,4371 mm,2100mm,1649 mm,2681mm,1626mm,1628mm,1787kg,2450kg,9-speed automatic,AWD,5,Power,11.6m,Disc,Disc,"Tubeless,Radial",18,5,,472,,9.3 Seconds,221Kmph,kolkata
663,0,Petrol,Hatchback,"2,704",Manual,1,1st Owner,Maruti,Maruti S-Presso,2022,7173,VXI Plus 2019-2022,₹ 5.53 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",663,Nov 2022,Zero Dep,Petrol,5 Seats,"2,704 Kms",WB26,First Owner,998 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Silver,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,3565,1520,1567,2380,1316,1318,736-775,1170,5 Speed,FWD,5,Power,4.5,Ventilated Disc,Drum,"Tubeless, Radial",,5,,,,,,kolkata
